instance_index,original_test_index,decile1,decile3,fam_inc,lsat,ugpa,gender,race,fulltime,predicted_class,prediction_score,target_law
56,15770,7.0,6.0,4.0,38.0,3.1,0,0,1.0,0,0.0,0
57,6067,8.0,7.0,5.0,40.5,3.2,1,0,1.0,0,0.0,0
58,3852,10.0,10.0,2.0,36.0,3.3,0,0,1.0,0,0.0,0
59,9913,6.0,6.0,4.0,35.0,2.9,1,0,1.0,0,0.13301077051683,0
60,4364,7.0,7.0,4.0,41.0,3.3,1,0,1.0,0,0.0,0
61,1599,6.0,7.0,4.0,33.0,3.5,0,0,1.0,0,0.008866042469861085,0
62,5752,3.0,3.0,3.0,30.0,3.2,1,0,1.0,0,0.4155173635707959,0
63,12254,10.0,10.0,2.0,36.0,3.9,1,0,1.0,0,0.0,0
64,17874,9.0,5.0,2.0,31.0,3.0,1,1,1.0,0,0.04,0
65,9116,8.0,8.0,3.0,38.0,3.6,1,0,1.0,0,0.0,0
66,9045,6.0,8.0,4.0,33.0,3.6,1,0,1.0,0,0.01,0
67,16102,1.0,2.0,5.0,37.0,3.1,1,0,1.0,0,0.48,0
68,1635,9.0,10.0,4.0,40.0,3.5,0,0,1.0,0,0.0,0
69,6810,6.0,6.0,3.0,37.0,3.2,1,0,1.0,0,0.0,0
70,8079,7.0,6.0,4.0,36.0,3.6,0,4,1.0,0,0.01,0
71,10370,10.0,10.0,3.0,35.0,2.9,0,0,1.0,0,0.049779105069725584,0
72,6356,1.0,1.0,3.0,34.0,3.2,0,1,1.0,0,0.22455445649319827,1
73,15343,6.0,4.0,4.0,37.0,3.1,1,0,1.0,0,0.15,0
74,3283,8.0,9.0,3.0,29.0,3.4,1,0,1.0,0,0.0,0
75,6091,5.0,4.0,4.0,38.0,3.2,0,0,1.0,0,0.05495910145092085,0
76,6645,4.0,2.0,1.0,33.5,3.2,1,0,1.0,0,0.1,0
77,19285,2.0,2.0,4.0,40.0,3.8,0,0,1.0,0,0.008866042469861085,0
78,10230,4.0,3.0,4.0,35.0,2.9,1,0,1.0,0,0.028866042469861086,1
79,11352,5.0,3.0,3.0,29.0,2.8,1,0,1.0,0,0.4580803736125365,0
80,20222,9.0,10.0,3.0,35.0,2.3,1,0,1.0,0,0.0,0
81,8657,10.0,10.0,3.0,46.0,3.6,1,0,1.0,0,0.0,0
82,9716,7.0,5.0,3.0,27.0,2.9,0,2,1.0,0,0.08,0
83,16510,3.0,2.0,4.0,37.0,3.0,1,0,1.0,0,0.07,0
84,30,6.0,4.0,1.0,37.0,3.5,1,0,1.0,0,0.02,0
85,593,6.0,5.0,4.0,43.0,3.5,1,0,1.0,0,0.0,0
86,13023,8.0,9.0,4.0,40.0,3.7,0,0,1.0,0,0.0,0
87,10531,10.0,10.0,4.0,37.0,2.9,1,0,1.0,0,0.0,0
88,11921,9.0,10.0,4.0,47.0,3.9,0,0,1.0,0,0.0,0
89,18089,9.0,8.0,3.0,42.0,2.6,1,0,1.0,0,0.0,0
90,10500,2.0,2.0,3.0,25.0,2.9,1,0,1.0,0,0.4,0
91,7853,9.0,8.0,5.0,42.5,3.6,0,0,1.0,0,0.0,0
92,5129,9.0,9.0,3.0,39.0,3.3,1,0,1.0,0,0.0,0
93,6235,10.0,10.0,4.0,35.0,3.2,1,0,1.0,0,0.0,0
94,3496,10.0,10.0,3.0,42.0,3.4,0,0,1.0,0,0.0,0
95,12466,8.0,8.0,4.0,47.0,3.7,1,0,1.0,0,0.0,0
96,9885,4.0,5.0,4.0,35.0,2.9,1,0,1.0,0,0.0,0
97,10909,3.0,4.0,3.0,35.0,2.8,1,0,1.0,0,0.0432768359600231,0
98,2769,6.0,8.0,3.0,31.0,3.4,0,0,1.0,0,0.3,0
99,10269,3.0,1.0,3.0,35.0,2.9,1,0,1.0,0,0.35359259160899553,0
100,9504,3.0,3.0,4.0,35.0,2.9,1,0,1.0,0,0.09715916614726364,1
101,7292,3.0,3.0,3.0,37.0,3.2,0,0,1.0,0,0.0,0
102,12670,5.0,5.0,2.0,31.0,3.7,0,0,1.0,0,0.01,0
103,11664,6.0,3.0,2.0,39.0,2.8,1,0,1.0,0,0.03,0
104,818,7.0,8.0,4.0,38.0,3.5,0,0,1.0,0,0.0,0
105,7401,2.0,2.0,3.0,37.0,3.2,0,0,1.0,0,0.01,0
106,9312,6.0,7.0,3.0,48.0,3.6,0,0,1.0,0,0.0,0
107,4656,3.0,5.0,4.0,46.0,3.3,0,0,1.0,0,0.0,0
108,15457,5.0,4.0,4.0,32.0,3.1,1,0,1.0,0,0.34695310997740814,1
109,14448,4.0,2.0,4.0,41.0,2.7,1,0,1.0,0,0.22796306474661976,1
110,13410,3.0,2.0,3.0,44.0,3.7,1,0,1.0,0,0.17920726685479763,0
111,204,1.0,2.0,3.0,47.0,3.5,0,0,1.0,0,0.11,0
112,18144,4.0,4.0,3.0,35.0,2.6,0,0,1.0,0,0.4990011850822931,0
113,6193,2.0,6.0,4.0,35.0,3.2,0,0,1.0,0,0.07,0
114,711,5.0,5.0,3.0,36.0,3.5,1,0,1.0,0,0.0,0
115,1043,8.0,7.0,4.0,33.0,3.5,1,0,1.0,0,0.0,0
116,4531,10.0,10.0,4.0,35.0,3.3,1,0,1.0,0,0.0,0
117,3760,6.0,5.0,5.0,39.0,3.3,1,0,1.0,0,0.0,0
118,7201,4.0,4.0,4.0,48.0,3.2,0,0,1.0,0,0.018264985023949767,0
119,15612,1.0,2.0,4.0,40.0,3.1,1,0,1.0,0,0.4088660424698611,1
120,7018,5.0,7.0,2.0,36.0,3.2,1,0,1.0,0,0.01969015968564501,0
121,12664,8.0,8.0,3.0,43.0,3.7,1,0,1.0,0,0.0,0
122,16730,8.0,7.0,3.0,44.0,3.0,0,0,1.0,0,0.12791234938355842,0
123,19396,2.0,1.0,5.0,48.0,3.8,1,0,1.0,0,0.01,0
124,899,10.0,9.0,3.0,39.5,3.5,0,0,1.0,0,0.0,0
125,3764,10.0,10.0,5.0,44.0,3.3,1,0,1.0,0,0.0,0
126,18810,8.0,9.0,4.0,34.0,3.8,0,0,1.0,0,0.02,0
127,18822,7.0,8.0,4.0,38.0,3.8,1,0,1.0,0,0.0,0
128,586,8.0,8.0,4.0,39.0,3.5,1,0,1.0,0,0.0,0
129,1669,2.0,2.0,3.0,30.0,3.5,0,3,1.0,0,0.1688660424698611,0
130,9703,10.0,9.0,3.0,35.0,2.9,0,0,1.0,0,0.01592612949323953,0
131,17544,6.0,6.0,5.0,44.0,3.0,1,0,1.0,0,0.0,0
132,17877,6.0,4.0,4.0,41.0,3.0,0,0,1.0,0,0.05,0
133,10102,5.0,6.0,3.0,39.0,2.9,1,0,2.0,0,0.09,0
134,18759,9.0,8.0,3.0,37.0,3.8,1,0,2.0,0,0.0,0
135,12869,6.0,6.0,3.0,36.0,3.7,0,0,1.0,0,0.007963064746619765,0
136,5665,7.0,8.0,4.0,28.0,3.2,1,0,1.0,0,0.01,0
137,15765,3.0,3.0,4.0,35.5,3.1,0,2,1.0,0,0.08,0
138,14604,3.0,3.0,3.0,33.0,3.1,1,0,2.0,0,0.13826498502394977,0
139,17786,3.0,2.0,3.0,35.5,3.0,0,0,1.0,0,0.3792635611225043,0
140,4575,4.0,3.0,3.0,35.0,3.3,0,0,1.0,0,0.02796306474661977,0
141,12703,6.0,7.0,3.0,38.0,3.7,0,0,1.0,0,0.0,0
142,6207,2.0,3.0,4.0,34.0,3.2,1,0,1.0,0,0.08,0
143,17010,10.0,9.0,3.0,43.5,3.0,1,0,1.0,0,0.0,0
144,13422,10.0,10.0,4.0,32.0,3.7,0,0,1.0,0,0.0,0
145,16554,8.0,9.0,4.0,34.0,3.0,0,0,1.0,0,0.0,0
146,13181,9.0,8.0,3.0,41.0,3.7,0,0,1.0,0,0.0,0
147,9599,10.0,9.0,4.0,46.0,2.9,0,0,1.0,0,0.0,0
148,605,4.0,3.0,3.0,34.0,3.5,1,0,1.0,0,0.008866042469861085,0
149,11773,5.0,6.0,3.0,38.0,3.9,0,0,1.0,0,0.0,0
150,13159,7.0,7.0,4.0,41.0,3.7,0,0,1.0,0,0.0,0
151,1163,1.0,1.0,4.0,42.0,3.5,0,0,1.0,0,0.04,0
152,12040,7.0,6.0,3.0,47.0,3.9,1,0,1.0,0,0.01,0
153,13218,10.0,10.0,4.0,37.0,3.7,0,0,1.0,0,0.0,0
154,16066,4.0,4.0,4.0,36.0,3.1,1,0,1.0,0,0.01,0
155,1388,6.0,3.0,4.0,37.0,3.5,0,0,1.0,0,0.21601446766824395,0
156,9831,5.0,2.0,4.0,34.5,2.9,1,0,1.0,0,0.2388660424698611,1
157,11157,4.0,3.0,4.0,41.0,2.8,0,0,1.0,0,0.044959101450920864,0
158,945,7.0,7.0,4.0,33.0,3.5,0,0,1.0,0,0.0,0
159,17393,6.0,5.0,3.0,35.0,3.0,1,0,1.0,0,0.0,0
160,16370,4.0,3.0,4.0,31.0,3.1,1,0,1.0,0,0.06939894255408868,0
161,10921,6.0,3.0,4.0,37.0,2.8,1,0,1.0,0,0.03,0
162,3463,4.0,2.0,3.0,35.5,3.4,0,2,1.0,0,0.06,1
163,17364,3.0,3.0,4.0,38.0,3.0,1,0,1.0,0,0.0,0
164,19044,9.0,9.0,3.0,42.0,3.8,1,0,1.0,0,0.0,0
165,20110,8.0,8.0,4.0,34.0,2.3,1,1,1.0,0,0.0,0
166,9417,9.0,8.0,5.0,37.0,2.9,0,0,1.0,0,0.01,0
167,1773,5.0,5.0,3.0,37.0,3.4,0,0,1.0,0,0.01773208493972217,0
168,12123,7.0,5.0,4.0,41.0,3.9,0,0,1.0,0,0.03,0
169,4612,4.0,3.0,2.0,39.0,3.3,1,0,1.0,0,0.03,1
170,989,7.0,9.0,4.0,32.0,3.5,0,0,1.0,0,0.0,0
171,2374,10.0,8.0,5.0,36.5,3.4,1,0,1.0,0,0.0,0
172,18775,5.0,7.0,4.0,43.0,3.8,0,0,1.0,0,0.0,0
173,17713,3.0,2.0,3.0,35.0,3.0,0,1,2.0,0,0.15569514968634193,0
174,10403,1.0,2.0,4.0,31.0,2.9,1,1,1.0,0,0.29,1
175,12282,8.0,6.0,3.0,34.0,3.9,0,0,1.0,0,0.07,0
176,4958,4.0,2.0,4.0,36.0,3.3,0,0,1.0,0,0.3099355958005182,0
177,2627,9.0,8.0,2.0,43.0,3.4,1,0,1.0,0,0.0,0
178,19712,4.0,2.0,4.0,48.0,2.5,1,0,1.0,0,0.27,1
179,2672,10.0,10.0,3.0,44.0,3.4,0,0,1.0,0,0.0,0
180,13702,8.0,8.0,3.0,36.0,3.7,0,0,1.0,0,0.0,0
181,755,10.0,9.0,2.0,46.0,3.5,0,0,1.0,0,0.0,0
182,18482,9.0,10.0,4.0,46.0,2.6,0,0,1.0,0,0.0,0
183,18018,5.0,3.0,4.0,42.0,2.6,1,0,1.0,0,0.08,0
184,10293,7.0,8.0,5.0,37.0,2.9,1,0,1.0,0,0.01,0
185,6952,4.0,5.0,3.0,36.0,3.2,1,0,1.0,0,0.01,0
186,7463,2.0,2.0,3.0,36.0,2.4,1,3,1.0,0,0.46274731667269536,0
187,19231,5.0,6.0,4.0,43.0,3.8,1,0,1.0,0,0.0,0
188,5154,6.0,7.0,4.0,42.0,3.3,0,0,1.0,0,0.0,0
189,3453,6.0,7.0,3.0,34.0,3.4,0,0,1.0,0,0.03569514968634194,0
190,8693,6.0,5.0,3.0,40.0,3.6,1,1,1.0,0,0.0,0
191,240,9.0,9.0,4.0,39.0,3.5,0,0,1.0,0,0.0,0
192,4038,2.0,3.0,3.0,29.0,3.3,1,0,1.0,0,0.15,1
193,4506,10.0,7.0,3.0,29.0,3.3,1,0,1.0,0,0.02,0
194,7263,7.0,7.0,4.0,36.0,3.2,1,0,1.0,0,0.0,0
195,8573,8.0,7.0,3.0,40.0,3.6,1,0,1.0,0,0.0,0
196,14976,7.0,7.0,3.0,42.0,3.1,1,0,1.0,0,0.0,0
197,10988,8.0,8.0,3.0,40.0,2.8,1,0,1.0,0,0.0,0
198,13746,6.0,7.0,3.0,41.0,3.7,0,0,1.0,0,0.0,0
199,12994,1.0,2.0,4.0,36.0,3.7,0,0,1.0,0,0.260255992768036,1
200,16928,10.0,10.0,4.0,33.0,3.0,0,0,1.0,0,0.0,0
201,17886,2.0,6.0,3.0,33.0,3.0,0,0,1.0,0,0.09886604246986108,1
202,6074,9.0,6.0,4.0,33.5,3.2,0,0,1.0,0,0.14,0
203,5596,7.0,7.0,3.0,24.0,3.2,0,0,1.0,0,0.47,0
204,9250,3.0,1.0,3.0,33.0,3.6,0,0,1.0,0,0.46,0
205,5155,5.0,4.0,4.0,48.0,3.3,1,0,1.0,0,0.0,0
206,16859,8.0,9.0,4.0,36.0,3.0,0,0,1.0,0,0.0,0
207,1200,4.0,5.0,4.0,42.0,3.5,0,0,1.0,0,0.008866042469861085,0
208,11829,10.0,9.0,4.0,48.0,3.9,1,0,1.0,0,0.0,0
209,11611,9.0,9.0,2.0,34.5,2.8,0,0,1.0,0,0.0,0
210,10858,4.0,4.0,1.0,20.0,2.8,0,3,1.0,0,0.38,1
211,14538,6.0,4.0,4.0,36.0,2.7,1,0,1.0,0,0.07939894255408868,1
212,10292,3.0,2.0,4.0,35.0,2.9,1,0,1.0,0,0.2334272346260641,1
213,2775,7.0,6.0,2.0,34.0,3.4,0,0,1.0,0,0.15609305898105977,0
214,14692,3.0,2.0,4.0,44.0,3.1,1,0,1.0,0,0.12227148812972581,0
215,7152,9.0,8.0,3.0,36.5,3.2,1,0,1.0,0,0.38179601690146286,0
216,13773,4.0,4.0,4.0,37.0,2.7,0,0,1.0,0,0.03,0
217,13738,3.0,2.0,3.0,39.5,3.7,0,0,1.0,0,0.01,0
218,3124,8.0,7.0,4.0,43.0,3.4,0,0,1.0,0,0.0,0
219,3261,9.0,8.0,3.0,32.0,3.4,1,0,1.0,0,0.34390635135567293,0
220,14966,10.0,9.0,3.0,40.0,3.1,1,0,1.0,0,0.0,0
221,12829,5.0,4.0,2.0,41.0,3.7,0,0,1.0,0,0.0,0
222,797,6.0,7.0,3.0,37.0,3.5,1,0,1.0,0,0.0,0
223,14259,9.0,10.0,4.0,39.0,2.7,1,0,1.0,0,0.0,0
224,13038,3.0,4.0,2.0,44.0,3.7,0,0,1.0,0,0.01,0
225,19117,6.0,6.0,3.0,37.0,3.8,0,0,1.0,0,0.0,0
226,3369,3.0,4.0,5.0,43.0,3.4,1,0,1.0,0,0.01,0
227,12260,6.0,7.0,4.0,38.0,3.9,0,0,1.0,0,0.0,0
228,17895,8.0,7.0,3.0,40.0,3.0,1,2,1.0,0,0.0,0
229,6908,10.0,8.0,4.0,32.5,3.2,1,0,1.0,0,0.01,0
230,7347,5.0,4.0,3.0,45.0,3.2,1,0,1.0,0,0.01,0
231,7890,2.0,2.0,3.0,34.5,3.6,0,0,1.0,0,0.21182898964926725,0
232,16369,7.0,7.0,3.0,40.0,3.1,1,0,1.0,0,0.0,0
233,5599,5.0,6.0,4.0,33.0,3.2,1,0,1.0,0,0.01,0
234,3019,3.0,4.0,4.0,40.0,3.4,1,0,1.0,0,0.01,0
235,5679,10.0,10.0,4.0,36.0,3.2,0,0,1.0,0,0.0,0
236,19086,10.0,10.0,3.0,36.0,3.8,1,0,1.0,0,0.0,0
237,8119,1.0,1.0,3.0,42.0,3.6,0,0,1.0,0,0.10034468001754936,0
238,16640,2.0,3.0,4.0,35.0,3.0,1,0,1.0,0,0.02458902381190713,0
239,12174,10.0,10.0,3.0,41.0,3.9,0,0,2.0,0,0.0,0
240,4370,7.0,6.0,4.0,39.0,3.3,0,0,1.0,0,0.01,0
241,2238,10.0,9.0,4.0,29.0,3.4,0,0,1.0,0,0.0,0
242,7339,7.0,7.0,4.0,31.0,3.2,1,0,1.0,0,0.0,0
243,11292,4.0,5.0,4.0,42.0,2.8,0,0,1.0,0,0.0,0
244,19016,5.0,3.0,3.0,31.0,3.8,1,0,1.0,0,0.28,1
245,13879,2.0,4.0,4.0,32.0,2.7,0,3,1.0,0,0.15,0
246,5871,6.0,7.0,4.0,37.0,3.2,0,0,1.0,0,0.0,0
247,13725,5.0,8.0,3.0,46.0,3.7,1,2,1.0,0,0.04,0
248,8578,10.0,10.0,4.0,40.0,3.6,1,0,1.0,0,0.0,0
249,7103,7.0,7.0,4.0,41.0,3.2,1,0,1.0,0,0.0,0
250,7782,2.0,1.0,5.0,28.5,2.4,0,0,1.0,0,0.28178820866740173,1
251,16734,6.0,7.0,4.0,42.0,3.0,1,0,1.0,0,0.0,0
252,14127,3.0,2.0,4.0,38.0,2.7,0,0,1.0,0,0.15682910721648086,0
253,5220,4.0,6.0,2.0,38.0,3.3,1,0,1.0,0,0.01,0
254,17940,2.0,2.0,4.0,36.0,3.0,1,0,1.0,0,0.16208288214752625,0
255,11711,8.0,8.0,5.0,28.0,2.8,0,0,1.0,0,0.05,0
256,2043,10.0,10.0,3.0,31.0,3.4,0,0,1.0,0,0.01,0
257,12844,4.0,4.0,4.0,28.0,3.7,0,0,1.0,0,0.31,0
258,6529,3.0,2.0,3.0,37.0,3.2,0,0,1.0,0,0.1737154006994203,1
259,6136,8.0,8.0,5.0,36.0,3.2,1,0,1.0,0,0.0,0
260,14376,8.0,8.0,5.0,42.0,2.7,1,0,1.0,0,0.0,0
261,17522,7.0,3.0,3.0,30.0,3.0,0,0,2.0,0,0.22,0
262,12912,2.0,3.0,3.0,40.0,3.7,0,0,1.0,0,0.05,0
263,16417,2.0,1.0,4.0,35.0,3.0,0,2,1.0,0,0.08509409224043062,1
264,11989,10.0,10.0,3.0,36.0,3.9,1,0,1.0,0,0.0,0
265,17796,2.0,2.0,3.0,34.0,3.0,1,0,2.0,0,0.13682910721648084,0
266,4119,6.0,6.0,3.0,35.0,3.3,1,0,1.0,0,0.04682910721648085,0
267,15396,6.0,5.0,3.0,44.0,3.1,1,0,1.0,0,0.0,0
268,10286,10.0,10.0,3.0,44.0,2.9,1,0,1.0,0,0.0,0
269,3936,6.0,3.0,2.0,43.0,3.3,1,0,1.0,0,0.14,0
270,14236,10.0,10.0,3.0,33.0,2.7,1,0,2.0,0,0.07,0
271,1985,8.0,8.0,4.0,32.0,3.4,0,0,1.0,0,0.06,0
272,20017,10.0,10.0,5.0,38.0,2.5,1,0,1.0,0,0.0,0
273,17609,5.0,7.0,3.0,42.0,3.0,1,0,1.0,0,0.03509409224043062,0
274,1383,9.0,10.0,1.0,44.0,3.5,1,0,1.0,0,0.01,0
275,8132,1.0,4.0,4.0,44.0,3.6,1,0,1.0,0,0.0,0
276,13155,5.0,6.0,3.0,42.0,3.7,1,0,1.0,0,0.0,0
277,1465,9.0,10.0,4.0,31.0,3.5,1,0,1.0,0,0.0,0
278,10468,6.0,6.0,4.0,36.0,2.9,1,0,1.0,0,0.06694653080759819,1
279,6737,9.0,8.0,3.0,29.0,3.2,0,3,1.0,0,0.0,0
280,10683,9.0,10.0,4.0,33.0,2.9,1,0,1.0,0,0.0,0
281,15924,4.0,4.0,3.0,31.0,3.1,0,0,1.0,0,0.1964607296257011,0
282,8944,9.0,10.0,4.0,39.0,3.6,0,0,1.0,0,0.0,0
283,1813,8.0,7.0,5.0,48.0,3.4,0,0,1.0,0,0.0,0
284,14332,4.0,3.0,1.0,33.0,2.7,1,2,1.0,0,0.18,0
285,13330,4.0,5.0,4.0,41.0,3.7,0,0,1.0,0,0.008866042469861085,0
286,1352,3.0,2.0,2.0,39.0,3.5,0,0,1.0,0,0.03921433114267543,0
287,550,7.0,6.0,3.0,33.0,3.5,1,0,1.0,0,0.0,0
288,3078,4.0,7.0,3.0,30.0,3.4,0,1,1.0,0,0.04,0
289,17546,2.0,1.0,3.0,41.0,3.0,1,0,1.0,0,0.03,1
290,7674,8.0,8.0,4.0,33.5,2.4,1,0,1.0,0,0.0,0
291,11668,5.0,6.0,3.0,42.0,2.8,0,0,1.0,0,0.0,0
292,12658,2.0,2.0,3.0,35.0,3.7,0,0,1.0,0,0.39731139518992287,0
293,15670,10.0,9.0,3.0,38.0,3.1,0,0,2.0,0,0.0,0
294,12099,2.0,2.0,1.0,38.0,3.9,1,3,1.0,0,0.22,0
295,12426,8.0,9.0,4.0,41.0,3.7,1,0,1.0,0,0.0,0
296,12155,8.0,6.0,4.0,30.0,3.9,1,0,2.0,0,0.3593989425540887,0
297,9794,6.0,5.0,3.0,31.3,2.9,1,0,1.0,0,0.02,0
298,7497,6.0,6.0,2.0,34.0,2.4,1,0,1.0,0,0.0,0
299,18717,5.0,6.0,4.0,42.0,3.8,1,0,1.0,0,0.0,0
300,19019,10.0,8.0,4.0,42.0,3.8,1,0,1.0,0,0.0,0
301,1512,4.0,3.0,3.0,36.0,3.5,0,2,1.0,0,0.01,1
302,14350,4.0,4.0,3.0,33.5,2.7,1,1,1.0,0,0.05,0
303,17016,1.0,2.0,4.0,35.7,3.0,0,0,1.0,0,0.2595911026766997,1
304,3342,9.0,9.0,3.0,32.0,3.4,0,0,1.0,0,0.01,0
305,14807,9.0,9.0,4.0,40.0,3.1,1,0,1.0,0,0.0,0
306,1912,10.0,10.0,5.0,40.0,3.4,1,0,1.0,0,0.0,0
307,12230,5.0,6.0,2.0,41.0,3.9,0,0,1.0,0,0.0,0
308,8074,8.0,5.0,3.0,30.0,3.6,0,0,2.0,0,0.09,0
309,10832,9.0,8.0,3.0,47.0,2.8,0,0,1.0,0,0.0,0
310,18394,4.0,2.0,1.0,30.0,2.6,0,3,1.0,0,0.14,0
311,15389,4.0,5.0,3.0,35.0,3.1,0,0,1.0,0,0.039398942554088684,0
312,524,7.0,8.0,4.0,34.0,3.5,0,0,1.0,0,0.0,0
313,4388,7.0,7.0,4.0,40.0,3.3,0,0,2.0,0,0.43,0
314,3401,10.0,6.0,3.0,35.0,3.4,1,0,1.0,0,0.08,0
315,1294,7.0,6.0,4.0,38.5,3.5,0,0,1.0,0,0.0,0
316,3237,7.0,8.0,4.0,43.0,3.4,1,0,1.0,0,0.0,0
317,14425,6.0,4.0,4.0,36.0,2.7,1,0,2.0,0,0.16939894255408866,0
318,17599,9.0,9.0,2.0,31.0,3.0,1,0,1.0,0,0.0,0
319,4291,8.0,7.0,4.0,39.0,3.3,0,0,1.0,0,0.0,0
320,4796,9.0,8.0,4.0,46.0,3.3,0,0,1.0,0,0.0,0
321,11288,9.0,10.0,3.0,35.0,2.8,1,0,1.0,0,0.09299220351601373,0
322,5214,3.0,3.0,3.0,39.0,3.3,0,0,1.0,0,0.02,0
323,13431,8.0,5.0,2.0,38.0,3.7,1,0,1.0,0,0.0,0
324,2678,7.0,9.0,5.0,43.0,3.4,0,0,1.0,0,0.0,0
325,15468,4.0,2.0,3.0,31.0,3.1,1,0,1.0,0,0.19149662021001812,0
326,16003,10.0,10.0,4.0,44.0,3.1,0,0,1.0,0,0.0,0
327,17008,10.0,10.0,3.0,41.0,3.0,0,0,1.0,0,0.0,0
328,4049,6.0,5.0,4.0,31.0,3.3,0,0,1.0,0,0.027732084939722172,0
