instance_index,feature_name,feature_type,percentage_changed,num_changed,num_total,original_value,average_change,min_change,max_change,std_change,distribution,unique_values
16,ugpa,numerical,0.0,0,10,3.0,,,,,,
17,decile1,numerical,0.0,0,10,8.0,,,,,,
17,decile3,numerical,0.0,0,10,5.0,,,,,,
17,fam_inc,categorical,0.0,0,10,2.0,,,,,{},
17,fulltime,categorical,0.0,0,10,1.0,,,,,{},
17,lsat,numerical,100.0,10,10,21.0,7.0,7.0,7.0,0.0,,
17,ugpa,numerical,0.0,0,10,3.1,,,,,,
18,decile1,numerical,0.0,0,10,1.0,,,,,,
18,decile3,numerical,0.0,0,10,4.0,,,,,,
18,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
18,fulltime,categorical,0.0,0,10,2.0,,,,,{},
18,lsat,numerical,100.0,10,10,24.0,7.0,7.0,7.0,0.0,,
18,ugpa,numerical,0.0,0,10,3.3,,,,,,
19,decile1,numerical,0.0,0,10,3.0,,,,,,
19,decile3,numerical,0.0,0,10,2.0,,,,,,
19,fam_inc,categorical,0.0,0,10,2.0,,,,,{},
19,fulltime,categorical,0.0,0,10,1.0,,,,,{},
19,lsat,numerical,100.0,10,10,38.0,-3.0,-3.0,-3.0,0.0,,
19,ugpa,numerical,0.0,0,10,2.8,,,,,,
20,decile1,numerical,0.0,0,10,5.0,,,,,,
20,decile3,numerical,0.0,0,10,3.0,,,,,,
20,fam_inc,categorical,100.0,10,10,3.0,,,,,"{""Upper-middle"": 10}",4.0
20,fulltime,categorical,0.0,0,10,2.0,,,,,{},
20,lsat,numerical,0.0,0,10,33.0,,,,,,
20,ugpa,numerical,0.0,0,10,3.2,,,,,,
21,decile1,numerical,0.0,0,10,1.0,,,,,,
21,decile3,numerical,0.0,0,10,1.0,,,,,,
21,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
21,fulltime,categorical,0.0,0,10,1.0,,,,,{},
21,lsat,numerical,100.0,10,10,35.0,-0.5,-0.5,-0.5,0.0,,
21,ugpa,numerical,0.0,0,10,2.9,,,,,,
22,decile1,numerical,0.0,0,10,1.0,,,,,,
22,decile3,numerical,0.0,0,10,1.0,,,,,,
22,fam_inc,categorical,0.0,0,10,5.0,,,,,{},
22,fulltime,categorical,0.0,0,10,1.0,,,,,{},
22,lsat,numerical,100.0,10,10,31.0,-0.7,-0.7,-0.7,0.0,,
22,ugpa,numerical,100.0,10,10,2.7,-0.1,-0.1,-0.1,0.0,,
23,decile1,numerical,0.0,0,10,2.0,,,,,,
23,decile3,numerical,0.0,0,10,1.0,,,,,,
23,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
23,fulltime,categorical,0.0,0,10,1.0,,,,,{},
23,lsat,numerical,100.0,10,10,28.0,-0.5,-0.5,-0.5,0.0,,
23,ugpa,numerical,100.0,10,10,2.7,0.2,0.2,0.2,0.0,,
24,decile1,numerical,0.0,0,10,6.0,,,,,,
24,decile3,numerical,0.0,0,10,2.0,,,,,,
24,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
24,fulltime,categorical,0.0,0,10,1.0,,,,,{},
24,lsat,numerical,0.0,0,10,35.0,,,,,,
24,ugpa,numerical,100.0,10,10,2.8,0.1,0.1,0.1,0.0,,
25,decile1,numerical,0.0,0,10,3.0,,,,,,
25,decile3,numerical,0.0,0,10,2.0,,,,,,
25,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
25,fulltime,categorical,0.0,0,10,1.0,,,,,{},
25,lsat,numerical,100.0,10,10,30.5,-1.0,-1.0,-1.0,0.0,,
25,ugpa,numerical,0.0,0,10,3.3,,,,,,
26,decile1,numerical,0.0,0,10,2.0,,,,,,
26,decile3,numerical,0.0,0,10,2.0,,,,,,
26,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
26,fulltime,categorical,0.0,0,10,1.0,,,,,{},
26,lsat,numerical,100.0,10,10,31.0,-2.0,-2.0,-2.0,0.0,,
26,ugpa,numerical,0.0,0,10,3.7,,,,,,
27,decile1,numerical,0.0,0,10,1.0,,,,,,
27,decile3,numerical,0.0,0,10,1.0,,,,,,
27,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
27,fulltime,categorical,0.0,0,10,1.0,,,,,{},
27,lsat,numerical,100.0,10,10,26.0,1.0,1.0,1.0,0.0,,
27,ugpa,numerical,0.0,0,10,2.3,,,,,,
28,decile1,numerical,0.0,0,10,6.0,,,,,,
28,decile3,numerical,0.0,0,10,2.0,,,,,,
28,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
28,fulltime,categorical,0.0,0,10,1.0,,,,,{},
28,lsat,numerical,100.0,10,10,21.3,3.7,3.7,3.7,0.0,,
28,ugpa,numerical,100.0,10,10,3.2,-0.3,-0.3,-0.3,0.0,,
29,decile1,numerical,0.0,0,10,3.0,,,,,,
29,decile3,numerical,0.0,0,10,2.0,,,,,,
29,fam_inc,categorical,0.0,0,10,5.0,,,,,{},
29,fulltime,categorical,0.0,0,10,1.0,,,,,{},
29,lsat,numerical,100.0,10,10,35.0,-1.0,-1.0,-1.0,0.0,,
29,ugpa,numerical,0.0,0,10,3.4,,,,,,
30,decile1,numerical,0.0,0,10,2.0,,,,,,
30,decile3,numerical,0.0,0,10,1.0,,,,,,
30,fam_inc,categorical,0.0,0,10,2.0,,,,,{},
30,fulltime,categorical,0.0,0,10,1.0,,,,,{},
30,lsat,numerical,0.0,0,10,30.0,,,,,,
30,ugpa,numerical,100.0,10,10,3.2,0.1,0.1,0.1,0.0,,
31,decile1,numerical,0.0,0,10,3.0,,,,,,
31,decile3,numerical,0.0,0,10,2.0,,,,,,
31,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
31,fulltime,categorical,0.0,0,10,1.0,,,,,{},
31,lsat,numerical,100.0,10,10,35.5,-1.5,-1.5,-1.5,0.0,,
31,ugpa,numerical,0.0,0,10,3.2,,,,,,
32,decile1,numerical,0.0,0,10,3.0,,,,,,
32,decile3,numerical,0.0,0,10,2.0,,,,,,
32,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
32,fulltime,categorical,0.0,0,10,1.0,,,,,{},
32,lsat,numerical,0.0,0,10,29.3,,,,,,
32,ugpa,numerical,100.0,10,10,2.9,0.1,0.1,0.1,0.0,,
33,decile1,numerical,0.0,0,10,2.0,,,,,,
33,decile3,numerical,0.0,0,10,2.0,,,,,,
33,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
33,fulltime,categorical,0.0,0,10,1.0,,,,,{},
33,lsat,numerical,100.0,10,10,25.0,1.5,1.5,1.5,0.0,,
33,ugpa,numerical,0.0,0,10,2.5,,,,,,
34,decile1,numerical,0.0,0,10,1.0,,,,,,
34,decile3,numerical,0.0,0,10,1.0,,,,,,
34,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
34,fulltime,categorical,0.0,0,10,1.0,,,,,{},
34,lsat,numerical,100.0,10,10,24.0,-1.0,-1.0,-1.0,0.0,,
34,ugpa,numerical,0.0,0,10,2.6,,,,,,
35,decile1,numerical,0.0,0,10,1.0,,,,,,
35,decile3,numerical,0.0,0,10,1.0,,,,,,
35,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
35,fulltime,categorical,0.0,0,10,1.0,,,,,{},
35,lsat,numerical,100.0,10,10,26.0,-1.0,-1.0,-1.0,0.0,,
35,ugpa,numerical,0.0,0,10,3.4,,,,,,
36,decile1,numerical,0.0,0,10,4.0,,,,,,
36,decile3,numerical,0.0,0,10,6.0,,,,,,
36,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
36,fulltime,categorical,0.0,0,10,1.0,,,,,{},
36,lsat,numerical,100.0,10,10,32.5,-2.0,-2.0,-2.0,0.0,,
36,ugpa,numerical,0.0,0,10,2.9,,,,,,
37,decile1,numerical,0.0,0,10,2.0,,,,,,
37,decile3,numerical,0.0,0,10,1.0,,,,,,
37,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
37,fulltime,categorical,0.0,0,10,1.0,,,,,{},
37,lsat,numerical,100.0,10,10,31.5,3.5,3.5,3.5,0.0,,
37,ugpa,numerical,0.0,0,10,2.6,,,,,,
38,decile1,numerical,0.0,0,10,4.0,,,,,,
38,decile3,numerical,0.0,0,10,3.0,,,,,,
38,fam_inc,categorical,0.0,0,10,2.0,,,,,{},
38,fulltime,categorical,0.0,0,10,2.0,,,,,{},
38,lsat,numerical,100.0,10,10,23.0,-5.0,-5.0,-5.0,0.0,,
38,ugpa,numerical,0.0,0,10,2.6,,,,,,
39,decile1,numerical,0.0,0,10,1.0,,,,,,
39,decile3,numerical,0.0,0,10,1.0,,,,,,
39,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
39,fulltime,categorical,0.0,0,10,1.0,,,,,{},
39,lsat,numerical,100.0,10,10,37.0,1.0,1.0,1.0,0.0,,
39,ugpa,numerical,0.0,0,10,3.1,,,,,,
40,decile1,numerical,0.0,0,10,2.0,,,,,,
40,decile3,numerical,0.0,0,10,1.0,,,,,,
40,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
40,fulltime,categorical,0.0,0,10,1.0,,,,,{},
40,lsat,numerical,100.0,10,10,36.0,1.5,1.5,1.5,0.0,,
40,ugpa,numerical,0.0,0,10,2.8,,,,,,
41,decile1,numerical,0.0,0,10,6.0,,,,,,
41,decile3,numerical,0.0,0,10,5.0,,,,,,
41,fam_inc,categorical,0.0,0,10,2.0,,,,,{},
41,fulltime,categorical,0.0,0,10,1.0,,,,,{},
41,lsat,numerical,0.0,0,10,31.0,,,,,,
41,ugpa,numerical,100.0,10,10,2.2,0.4,0.4,0.4,0.0,,
42,decile1,numerical,0.0,0,10,5.0,,,,,,
42,decile3,numerical,0.0,0,10,3.0,,,,,,
42,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
42,fulltime,categorical,0.0,0,10,1.0,,,,,{},
42,lsat,numerical,0.0,0,10,33.0,,,,,,
42,ugpa,numerical,100.0,10,10,3.5,-0.1,-0.1,-0.1,0.0,,
43,decile1,numerical,0.0,0,10,1.0,,,,,,
43,decile3,numerical,0.0,0,10,2.0,,,,,,
43,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
43,fulltime,categorical,0.0,0,10,1.0,,,,,{},
43,lsat,numerical,0.0,0,10,33.5,,,,,,
43,ugpa,numerical,100.0,10,10,2.9,0.1,0.1,0.1,0.0,,
44,decile1,numerical,0.0,0,10,1.0,,,,,,
44,decile3,numerical,0.0,0,10,1.0,,,,,,
44,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
44,fulltime,categorical,0.0,0,10,1.0,,,,,{},
44,lsat,numerical,100.0,10,10,39.0,1.0,1.0,1.0,0.0,,
44,ugpa,numerical,0.0,0,10,2.7,,,,,,
45,decile1,numerical,0.0,0,10,1.0,,,,,,
45,decile3,numerical,0.0,0,10,1.0,,,,,,
45,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
45,fulltime,categorical,0.0,0,10,1.0,,,,,{},
45,lsat,numerical,0.0,0,10,37.0,,,,,,
45,ugpa,numerical,100.0,10,10,2.5,-0.1,-0.1,-0.1,0.0,,
46,decile1,numerical,0.0,0,10,1.0,,,,,,
46,decile3,numerical,0.0,0,10,1.0,,,,,,
46,fam_inc,categorical,0.0,0,10,1.0,,,,,{},
46,fulltime,categorical,0.0,0,10,1.0,,,,,{},
46,lsat,numerical,100.0,10,10,27.5,-1.5,-1.5,-1.5,0.0,,
46,ugpa,numerical,100.0,10,10,3.5,0.1,0.1,0.1,0.0,,
47,decile1,numerical,0.0,0,10,2.0,,,,,,
47,decile3,numerical,0.0,0,10,2.0,,,,,,
47,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
47,fulltime,categorical,0.0,0,10,1.0,,,,,{},
47,lsat,numerical,100.0,10,10,34.0,-1.0,-1.0,-1.0,0.0,,
47,ugpa,numerical,0.0,0,10,3.2,,,,,,
48,decile1,numerical,0.0,0,10,2.0,,,,,,
48,decile3,numerical,0.0,0,10,1.0,,,,,,
48,fam_inc,categorical,0.0,0,10,2.0,,,,,{},
48,fulltime,categorical,0.0,0,10,1.0,,,,,{},
48,lsat,numerical,0.0,0,10,35.5,,,,,,
48,ugpa,numerical,100.0,10,10,3.4,-0.2,-0.2,-0.2,0.0,,
49,decile1,numerical,0.0,0,10,3.0,,,,,,
49,decile3,numerical,0.0,0,10,2.0,,,,,,
49,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
49,fulltime,categorical,0.0,0,10,1.0,,,,,{},
49,lsat,numerical,100.0,10,10,31.5,0.5,0.5,0.5,0.0,,
49,ugpa,numerical,0.0,0,10,3.1,,,,,,
50,decile1,numerical,0.0,0,10,4.0,,,,,,
50,decile3,numerical,0.0,0,10,5.0,,,,,,
50,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
50,fulltime,categorical,0.0,0,10,1.0,,,,,{},
50,lsat,numerical,100.0,10,10,35.0,-0.5,-0.5,-0.5,0.0,,
50,ugpa,numerical,0.0,0,10,3.3,,,,,,
51,decile1,numerical,0.0,0,10,1.0,,,,,,
51,decile3,numerical,0.0,0,10,1.0,,,,,,
51,fam_inc,categorical,0.0,0,10,1.0,,,,,{},
51,fulltime,categorical,0.0,0,10,1.0,,,,,{},
51,lsat,numerical,100.0,10,10,24.0,1.5,1.5,1.5,0.0,,
51,ugpa,numerical,100.0,10,10,2.9,-0.1,-0.1,-0.1,0.0,,
52,decile1,numerical,0.0,0,10,2.0,,,,,,
52,decile3,numerical,0.0,0,10,2.0,,,,,,
52,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
52,fulltime,categorical,0.0,0,10,1.0,,,,,{},
52,lsat,numerical,100.0,10,10,35.0,1.0,1.0,1.0,0.0,,
52,ugpa,numerical,0.0,0,10,3.2,,,,,,
53,decile1,numerical,0.0,0,10,1.0,,,,,,
53,decile3,numerical,0.0,0,10,1.0,,,,,,
53,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
53,fulltime,categorical,0.0,0,10,1.0,,,,,{},
53,lsat,numerical,100.0,10,10,35.0,1.0,1.0,1.0,0.0,,
53,ugpa,numerical,0.0,0,10,3.2,,,,,,
54,decile1,numerical,0.0,0,10,4.0,,,,,,
54,decile3,numerical,0.0,0,10,3.0,,,,,,
54,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
54,fulltime,categorical,0.0,0,10,1.0,,,,,{},
54,lsat,numerical,100.0,10,10,36.0,1.0,1.0,1.0,0.0,,
54,ugpa,numerical,0.0,0,10,3.2,,,,,,
55,decile1,numerical,0.0,0,10,2.0,,,,,,
55,decile3,numerical,0.0,0,10,1.0,,,,,,
55,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
55,fulltime,categorical,0.0,0,10,1.0,,,,,{},
55,lsat,numerical,100.0,10,10,41.0,-3.0,-3.0,-3.0,0.0,,
55,ugpa,numerical,0.0,0,10,2.4,,,,,,
56,decile1,numerical,0.0,0,10,2.0,,,,,,
56,decile3,numerical,0.0,0,10,1.0,,,,,,
56,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
56,fulltime,categorical,0.0,0,10,1.0,,,,,{},
56,lsat,numerical,100.0,10,10,28.5,1.0,1.0,1.0,0.0,,
56,ugpa,numerical,0.0,0,10,2.6,,,,,,
57,decile1,numerical,0.0,0,10,3.0,,,,,,
57,decile3,numerical,0.0,0,10,2.0,,,,,,
57,fam_inc,categorical,0.0,0,10,2.0,,,,,{},
57,fulltime,categorical,0.0,0,10,1.0,,,,,{},
57,lsat,numerical,100.0,10,10,29.0,1.5,1.5,1.5,0.0,,
57,ugpa,numerical,0.0,0,10,3.0,,,,,,
58,decile1,numerical,0.0,0,10,1.0,,,,,,
58,decile3,numerical,0.0,0,10,1.0,,,,,,
58,fam_inc,categorical,0.0,0,10,2.0,,,,,{},
58,fulltime,categorical,0.0,0,10,1.0,,,,,{},
58,lsat,numerical,100.0,10,10,31.0,-2.0,-2.0,-2.0,0.0,,
58,ugpa,numerical,0.0,0,10,3.6,,,,,,
59,decile1,numerical,0.0,0,10,3.0,,,,,,
59,decile3,numerical,0.0,0,10,3.0,,,,,,
59,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
59,fulltime,categorical,0.0,0,10,1.0,,,,,{},
59,lsat,numerical,0.0,0,10,34.0,,,,,,
59,ugpa,numerical,100.0,10,10,2.8,-0.1,-0.1,-0.1,0.0,,
60,decile1,numerical,0.0,0,10,3.0,,,,,,
60,decile3,numerical,0.0,0,10,3.0,,,,,,
60,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
60,fulltime,categorical,0.0,0,10,1.0,,,,,{},
60,lsat,numerical,0.0,0,10,40.0,,,,,,
60,ugpa,numerical,100.0,10,10,2.5,0.1,0.1,0.1,0.0,,
61,decile1,numerical,0.0,0,10,2.0,,,,,,
61,decile3,numerical,0.0,0,10,1.0,,,,,,
61,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
61,fulltime,categorical,0.0,0,10,1.0,,,,,{},
61,lsat,numerical,100.0,10,10,39.0,1.0,1.0,1.0,0.0,,
61,ugpa,numerical,0.0,0,10,2.9,,,,,,
62,decile1,numerical,0.0,0,10,3.0,,,,,,
62,decile3,numerical,0.0,0,10,1.0,,,,,,
62,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
62,fulltime,categorical,0.0,0,10,1.0,,,,,{},
62,lsat,numerical,100.0,10,10,37.0,2.0,2.0,2.0,0.0,,
62,ugpa,numerical,0.0,0,10,2.9,,,,,,
63,decile1,numerical,0.0,0,10,2.0,,,,,,
63,decile3,numerical,0.0,0,10,1.0,,,,,,
63,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
63,fulltime,categorical,0.0,0,10,1.0,,,,,{},
63,lsat,numerical,0.0,0,10,36.0,,,,,,
63,ugpa,numerical,100.0,10,10,3.0,-0.1,-0.1,-0.1,0.0,,
64,decile1,numerical,0.0,0,10,2.0,,,,,,
64,decile3,numerical,0.0,0,10,1.0,,,,,,
64,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
64,fulltime,categorical,0.0,0,10,1.0,,,,,{},
64,lsat,numerical,100.0,10,10,27.0,2.0,2.0,2.0,0.0,,
64,ugpa,numerical,100.0,10,10,2.6,-0.1,-0.1,-0.1,0.0,,
65,decile1,numerical,0.0,0,10,1.0,,,,,,
65,decile3,numerical,0.0,0,10,1.0,,,,,,
65,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
65,fulltime,categorical,0.0,0,10,1.0,,,,,{},
65,lsat,numerical,100.0,10,10,31.0,1.0,1.0,1.0,0.0,,
65,ugpa,numerical,0.0,0,10,2.8,,,,,,
66,decile1,numerical,0.0,0,10,1.0,,,,,,
66,decile3,numerical,0.0,0,10,1.0,,,,,,
66,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
66,fulltime,categorical,0.0,0,10,1.0,,,,,{},
66,lsat,numerical,100.0,10,10,32.0,-1.5,-1.5,-1.5,0.0,,
66,ugpa,numerical,0.0,0,10,2.9,,,,,,
67,decile1,numerical,0.0,0,10,1.0,,,,,,
67,decile3,numerical,0.0,0,10,1.0,,,,,,
67,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
67,fulltime,categorical,0.0,0,10,1.0,,,,,{},
67,lsat,numerical,100.0,10,10,42.0,-2.5,-2.5,-2.5,0.0,,
67,ugpa,numerical,0.0,0,10,3.0,,,,,,
68,decile1,numerical,0.0,0,10,1.0,,,,,,
68,decile3,numerical,0.0,0,10,1.0,,,,,,
68,fam_inc,categorical,0.0,0,10,3.0,,,,,{},
68,fulltime,categorical,0.0,0,10,1.0,,,,,{},
68,lsat,numerical,100.0,10,10,30.0,2.0,2.0,2.0,0.0,,
68,ugpa,numerical,100.0,10,10,2.1,0.3,0.3,0.3,0.0,,
69,decile1,numerical,0.0,0,10,4.0,,,,,,
69,decile3,numerical,0.0,0,10,1.0,,,,,,
69,fam_inc,categorical,0.0,0,10,5.0,,,,,{},
69,fulltime,categorical,0.0,0,10,1.0,,,,,{},
69,lsat,numerical,0.0,0,10,30.0,,,,,,
69,ugpa,numerical,100.0,10,10,2.6,0.1,0.1,0.1,0.0,,
70,decile1,numerical,0.0,0,10,3.0,,,,,,
70,decile3,numerical,0.0,0,10,2.0,,,,,,
70,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
70,fulltime,categorical,0.0,0,10,1.0,,,,,{},
70,lsat,numerical,100.0,10,10,37.0,-1.0,-1.0,-1.0,0.0,,
70,ugpa,numerical,0.0,0,10,2.8,,,,,,
71,decile1,numerical,0.0,0,10,2.0,,,,,,
71,decile3,numerical,0.0,0,10,1.0,,,,,,
71,fam_inc,categorical,0.0,0,10,4.0,,,,,{},
71,fulltime,categorical,0.0,0,10,1.0,,,,,{},
71,lsat,numerical,100.0,10,10,31.0,1.0,1.0,1.0,0.0,,
71,ugpa,numerical,0.0,0,10,2.5,,,,,,
72,decile1,numerical,0.0,0,10,1.0,,,,,,
72,decile3,numerical,0.0,0,10,1.0,,,,,,
72,fam_inc,categorical,0.0,0,10,2.0,,,,,{},
72,fulltime,categorical,0.0,0,10,1.0,,,,,{},
72,lsat,numerical,100.0,10,10,29.0,-2.0,-2.0,-2.0,0.0,,
72,ugpa,numerical,0.0,0,10,3.1,,,,,,
73,decile1,numerical,0.0,0,10,2.0,,,,,,
73,decile3,numerical,0.0,0,10,1.0,,,,,,
