instance_index,original_test_index,predicted_probability,SHAP_famsize,SHAP_Pstatus,SHAP_Medu,SHAP_Fedu,SHAP_Mjob,SHAP_Fjob,SHAP_reason,SHAP_guardian,SHAP_traveltime,SHAP_studytime,SHAP_failures,SHAP_schoolsup,SHAP_famsup,SHAP_paid,SHAP_activities,SHAP_nursery,SHAP_higher,SHAP_internet,SHAP_romantic,SHAP_famrel,SHAP_freetime,SHAP_goout,SHAP_Dalc,SHAP_Walc,SHAP_absences
12,610,0.32,-0.005152774124898977,-0.011401924169138591,0.0058697359620077365,-0.0014686171013769496,-0.01099374309482243,-0.05465865244662124,0.015253992703933399,-0.05270719820465076,-0.00805238140465529,-0.04023127064401464,0.11022157377491482,-0.00013055974791941616,-0.01327781010830969,-0.0031822018600425224,-0.009552971021618456,0.00539159206543316,0.04270228818140172,0.0017717990004786966,0.0030150789849584386,-0.046934164318341964,-0.01887829242393256,-0.010878431568855235,-0.0104065945044683,-0.032398339764114936,-0.03636350530848344
13,563,0.61,0.005523120108287782,0.0007155149642359144,-0.02661367212839353,0.00808804430971587,-0.009660787868054398,-0.014057302679606885,0.03551138028256197,0.007830193657028528,-0.03259498309115956,0.03674142522398229,0.21334176470163757,0.003291481978341467,0.00493528151542223,-2.6079865856381052e-05,-0.00817834078753877,0.0025954908007337196,-0.03916449372385882,-0.007205093201635947,-0.0010123001884969878,-0.00500256036202498,-0.041743508731281305,-0.015227229685913484,-0.0069461117948918264,0.004410727946713317,-0.007995332523085038
14,495,0.23,-0.014586338432392513,-0.0008021970165448325,-0.017683168941548352,-0.04811277327789608,-0.00946182909401649,-0.01557150092724318,-0.11407568539140578,0.006054351464356501,-0.004035557790925498,0.025758680369982887,-0.052115678364716145,-0.005848108028063317,-0.0018240961205924474,-0.00413509714748217,-0.024216673197663605,-0.0002518356577779629,0.1666843176935712,-0.007400016962897996,-0.008018229927790142,-0.03578850931113003,-0.0065836420322002,-0.013245329090411229,-0.0175912429711213,-0.03621457025786729,-0.03337864072936137
15,562,0.1,-0.022995445375062092,-0.003826977158090296,-0.02022902931384109,-0.021876991125041392,-0.014954733495824943,-1.9710690205219525e-05,-0.008210278875815935,-0.03446885225353216,-0.015360945035843376,-0.035319761442865936,-0.07636316986669463,-0.006039757351141742,-0.002686302841209518,-0.009236162685203947,0.00041450929641340687,-0.000454384689262653,-0.04876462497543433,0.007583403668698814,0.010727557138852133,0.0030863825234745306,-0.008731955320160386,-0.030286844792114753,-0.0155920883771135,-0.02589313061313139,-0.022944077492986877
16,79,0.17,-0.001262480333126464,-0.0034082341309593705,-0.031850017491695796,-0.017389334160619586,0.00853604568631537,-0.02824792605231144,0.016322375730406298,0.002773733921140999,-0.008305094730365484,-0.02109394094919733,-0.09490175813796939,-0.002987375692103373,-0.0044483677792546755,-0.005488752003124004,-0.0031135473463871233,-0.005589287751020085,-0.04364143953607393,-0.01091521251724608,-0.009059465128663504,-0.014802124932886162,-0.008207588176804817,-0.023160975592992936,-0.014503144345741148,-0.013352699857447182,0.005653240164989618
17,274,0.1,-0.0011327612077781377,-0.0013811945241181149,0.0023518957518502827,-0.00443896827419065,0.007354972963920317,-0.00835935687807159,0.010669875418968324,0.001611898708490043,-0.021409177437918116,-0.01157151370905503,-0.08256412206541322,-0.05092382336625219,-0.007917440281628666,-0.00841990240276051,-0.00447591763347861,-0.028586496223623668,-0.040969155410614716,-0.004351420057979893,0.0006318913892452467,-0.029718621658226366,-0.020821223447073354,-0.03509098171142408,-0.010084596407950936,-0.026898877629622904,-0.025948355048430686
18,134,0.13,-0.02719298520924943,-0.0026968134884842163,-0.019576808860161065,-0.02009006386909475,-0.007255827728584411,-0.016864619185841256,0.014076067768930342,-0.04184968846602963,-0.024420211263528238,0.04667752691700524,-0.09952262597831968,-0.002718989369231996,-0.017471976526194793,-0.004056379939252122,-0.0032244993631544185,-0.0012197942621784475,-0.06486200989928083,-0.0049257078988102386,0.004001418004574956,-0.010845328140750048,-0.015218858177474799,-0.014162124464326527,-0.015356848697352514,0.0006448884547267691,-0.024311111501075205
19,532,0.16,-0.001972875719414347,-0.0007942129098610229,-0.02427968733735528,0.032009154382925786,-0.00935542875952349,-0.017509843005997852,0.011707969340834798,0.006600662657030207,-0.005054478137971633,-0.032341247913735674,-0.06992794563713318,-0.0020265930786594567,-0.0024410423674425777,-0.009109452472598313,-0.00583075025579714,-0.02276677669973836,-0.03712016686230781,-0.008699798229865626,0.00818203830474505,-0.026927560677949613,-0.0492313721890815,-0.026264783326233457,-0.0153882113714109,-0.002281809578289942,-0.03161915929830618
20,192,0.17,0.004952497704156561,-0.0014388698182602403,-0.020497133273136615,-0.013504800560082061,-0.04760830415205029,-0.003237625347185116,-0.003570845417838833,0.005514592928158596,-0.020700816526981965,0.04040461889186691,-0.08086143397037969,-0.0032515012726874195,-0.006456460156230182,-0.0033751706630860776,-0.008587555774920586,-0.004385704806549324,-0.04764581432942093,-0.009062958923608902,0.005587129275044466,-0.04096157135559803,-0.04070338682237708,-0.0254077215137438,-0.01783820089442141,0.00446456798759736,0.005729097648597073
21,282,0.44,-0.008875886275690473,-0.0018032566812712706,-0.02548415970961106,-0.01467078157788253,-0.023685083962546184,-0.02630607737606824,0.005107412462750219,0.006099300423361076,-0.012902245065034892,0.05561578524585722,-0.08282160417274372,-0.0027339878762562293,-0.0031859777373543945,-0.005766637663917036,-0.0047295962798702094,-0.004865314023008092,0.1963223513889664,0.0015763297732053888,-0.010962331877137181,-0.030577975129626338,-0.0222650376702372,-0.015502460231701242,-0.006913148629918934,-0.025511292470362,0.002398303972960278
22,138,0.19,-0.005103890670064486,-0.002465943742824035,-0.017913640215988035,-0.01954651129520938,0.01087892712152777,-0.014760604379598427,0.0006650484227405391,0.0005422610794129307,0.007604229425516069,-0.011712756699194265,-0.09356651863254695,-0.0027859225996359786,-0.005809678183884415,-0.005639629637692441,-0.0018663555946667723,-0.004191441260407853,-0.03185886518592707,0.011168888833682701,0.011089793083169909,-0.02080544547667678,-0.014582736709546882,-0.03175200759407927,-0.02221182145681951,-0.024491754473985015,-0.023326995300439798
23,609,0.21,-0.028949557921630578,-0.002787075767960799,-0.011464169988627964,-0.016144557344850118,0.0010173770608307164,-0.0500574611723561,0.014920256900111357,-0.059561138881056824,-0.012335425426839994,-0.03758543844250622,-0.07450852562998439,5.02644866157804e-05,-0.005089570808868894,-0.002018549918681175,0.0012094010086282937,0.0020203814679970174,0.14845084239634856,0.0031713414835151366,-0.003227311807412152,-0.028449974979040706,-0.013412477726034011,-0.03724347230011299,-0.017747912669088827,-0.0353773064270965,-0.027323308735035908
24,242,0.22,-0.02615120707365479,0.0005580885534564847,-0.021838502957270817,0.007359617704882976,-0.0009217048829319282,-0.01986183452373615,-0.0003483584587617702,0.0028031380680172543,0.01617488934328319,0.0009242334020159385,-0.053617548488275206,-0.04618866978708912,-0.007883453914323902,-0.0028750068254340035,-0.012832245846407103,-0.0015354018567966597,-0.03675452337235505,-0.004108859916923119,0.008491336034598769,-0.024469963038804356,-0.02486906342680974,-0.030511591379372153,0.02649646071101595,-0.00016829084539932805,-0.030314908366062737
25,478,0.36,0.0013354785658697603,-0.00299117207592071,0.02882381126684865,-0.002503370502643035,0.004950300782031559,-0.008849256498566896,0.029558556801043016,-0.04272173767143616,-0.009688324802358811,-0.030611094570623703,0.1602151149455915,-0.10844568837628163,-0.008510259614812613,-0.003437579802776926,-0.003980017371547323,0.006105466980042039,-0.0218114508399957,0.00807584426255176,-0.018765093643134265,-0.013808626044316248,-0.015364773221766813,-0.025111159015019133,-0.009132328443814813,-0.02083559129406655,-0.0349404209580347
26,533,0.13,-0.019881247372141718,-0.0008810585062679389,-0.032087391468192575,0.04995528341525678,-0.01655910689048993,-0.014770014397052923,-0.0033278159980357964,0.008291335843677292,-0.023821240354943853,-0.04022290301647337,-0.06417876517333541,-0.0019544623423510842,-0.010998750372573238,-0.005153169669474704,-0.004894402646811108,-0.003193096490531258,-0.05234787984233736,-0.0071742754453107665,-0.005393542772387189,-0.005513746954300231,-0.038875215350290454,-0.026171888840833154,-0.011823859205564202,-0.028386609906088284,-0.013079547386284954
27,528,0.11,-0.0027895486054703993,-0.004056424127459585,-0.02758696358022578,-0.017468301788807032,-0.007538936968584929,-0.030413908867491127,0.0019806789411794773,0.004880791337800314,-0.00878272701801999,0.03902773849531082,-0.09945604906967793,-0.0013051963430851712,-0.009172016852424072,0.005965025633150422,-0.004206111315711319,-0.005564707978732171,-0.060281975017475994,-0.0037406978325159675,-0.012432339166951209,-0.00538256729476963,-0.037706047174393055,-0.030232672341512813,-0.01589419499586121,-0.036628546774965895,-0.023657672436442487
28,573,0.16,-0.0037124062608029085,-0.0007282522847920691,-0.018620793089312932,0.012692169825152564,-0.009435447144330276,-0.036189576474377816,0.018994398628881866,0.0047698143547979166,-0.010604652845743875,0.02290207883354483,-0.100338162486977,0.00026400436020880037,-0.005047689583376463,-0.006419890624035407,-0.011346653859692515,-0.0012328648797776424,-0.04858845078822906,-0.003158744339847473,-0.006539196787888367,-0.04607199974651941,-0.023092293230672488,-0.03228013012257524,-0.009764100913957458,-0.0220624478420702,-0.006832083840744598
29,503,0.12,-0.006762518762272716,-0.0017715217734740217,0.026582500061926397,0.02188730021818757,-0.00601264511246126,-0.013738811869878296,0.005584016188794268,-0.04805578388923387,-0.013649712613919316,-0.059577709618746935,-0.0755852058163702,-0.050583854727030364,-0.011405744022979536,-0.002855915739617341,-0.01606121942226592,0.0001360259246346816,-0.030842524295581663,-0.005858600778068105,-0.0036542134721896623,-0.001404117831288351,-0.030510722145349153,-0.013293788622775908,-0.010400948373398377,-0.019510043983230654,-0.015097610666548654
30,78,0.24,-0.006763428629433686,0.0006172646042528491,-0.02096473602719955,0.00037867109391056695,-0.013265117387708181,-0.016253667332413835,-0.08665138809456073,0.0029633340717023435,-0.010406987482167363,0.03574661487507149,0.0889982743077232,-0.10490565183693235,-0.02605297697911706,-0.0027386488384629317,-0.017935312125921306,-0.0008577727301459046,0.09358664872457793,-0.004970227476384256,-0.005676252339697832,-0.037861101569742234,-0.003433621075977673,-0.04721515593614365,-0.008565110638182421,-0.03957094116517518,-0.03064608115500968
31,297,0.3,-0.021361683500484688,0.0011737385948703382,-0.02475033949525023,-0.017141798089328263,-0.022096975577234654,-0.002775354017859397,0.008443547896455692,0.005027645984465379,-0.015604601410217037,0.03852975928641371,-0.09633159605573809,-0.0019458292715185135,-0.005665330192177258,-0.0028039058705132624,-0.002746506596573214,-0.0456047562042926,0.18123577558066742,-0.014045031135285685,-0.005373019976719313,0.004765678869085493,-0.02788153182962554,-0.05491552369452422,-0.015038345395661599,-0.035153985792636365,-0.030383403249454318
32,54,0.11,-0.029950007838546084,-0.007951796083853728,-0.022514014533065382,-0.045712363380053224,-0.020405903629496694,-0.033429754532103555,0.0045274587225997255,-0.0005383863651949036,-0.018533167007302863,0.02648163935246674,-0.07109064984328071,-0.002972224998428865,-0.012981828597831046,-0.006764888554195414,-0.002941401435062425,-0.0026774492006470447,-0.06467402426738979,-0.011562655605898324,-0.015892797652003975,-0.0005760723999302425,-0.03877908099164462,-0.015779324850445184,0.03296695384853804,-0.013286351636713689,-0.01740527966365389
33,370,0.4,-0.055731522269215086,-0.022961188066777265,0.03236966020657569,0.008804457676949384,-0.003356756227873926,-0.00282681986026615,0.016557124548343176,-0.01934632935264022,0.0030024508296572915,-0.03302772476998978,0.16441814983528324,0.0023844124349928085,-0.005829023050078156,-0.003894681823681045,0.004077381672678256,-0.05446675718708711,-0.018361541111941555,-0.009105551550676298,0.0020737038423844435,-0.018147391823705263,-0.015640722284784653,-0.014091706137506068,-0.015748697840052384,-0.021661589994792493,-0.021932708838934264
34,644,0.37,0.0028117446220728326,0.001489933922210567,-0.018446424338800237,-0.0210400790900711,-0.02370754979747346,-0.012865912153876802,0.011959776197957362,0.006918634392401751,-0.014311433511012476,-0.06928771077807065,0.19625323320674168,-0.006557267615262796,-0.013251561157867214,-0.0026100371681606078,-0.020142884100292555,-0.022511985212190454,-0.03942279803710442,-0.0005338732646839088,-0.008308991934331156,4.164127141476659e-05,-0.018236243240281724,-0.027069638941268626,-0.01164813114406,-0.009611090554432156,-0.012354722716695613
35,155,0.16,-0.015119553534523635,-0.0009916666299315032,-0.02273278187042179,0.03206536193398742,-0.004853142804256369,-0.03151246370520757,-0.03899955221360784,0.0009334205320413482,-0.015000990540098572,0.03678514537169665,-0.07193056470795563,-0.0035551622068284,-0.01245705973326211,-0.006136317347401619,-0.006213008319788398,-0.003618094600665639,-0.06008378065397148,-0.003646102913999564,-0.024340982990832625,0.018615364361639533,-0.0009150993245306082,-0.01206828111790491,-0.018126406660039576,-0.026886161516951966,-0.05165548995032178
36,587,0.47,-0.07128454634360663,-0.0025368490335999625,-0.03137620761810843,-0.00411418560899752,-0.018826424952894855,-0.001105076644211631,0.03013822628271881,0.007421248120665082,-0.015644949953727137,-0.03810168540374666,0.23182337142295045,0.0016750408929903254,-0.008919251309784793,-0.003189711996323616,-0.017925038194495545,0.0018032621298228098,-0.03627105409870409,-0.013945113612298598,-0.011950982090250348,0.029491527859874925,-0.009931880357826224,-0.0192763568591525,-0.007796956412974103,-0.013508899656410285,-0.009090877705046576
37,447,0.34,-0.01921078807319303,-0.001834223975627414,-0.024239415816136697,0.019650521192050237,-0.017163909568323324,-0.027513695654468855,0.007476686388873103,0.001868408976689232,-0.06304165166109416,0.009862186823849609,-0.06338062668992482,-0.0016226885220805524,-0.014357521941082778,-0.004217374751207326,-0.016658102341874193,-0.004170529816660087,0.09683658035772863,-0.017285010584573508,-0.001184130173524585,0.020207466579549884,-0.012621970171914467,-0.002563169214345899,-0.012061709625324171,-0.007203802179109375,-0.008014900701412924
38,200,0.13,-0.0042701929650859,-0.0021391283185962927,0.011374578308884813,-0.0205514053590211,-0.019016450954881144,-0.010805411038824268,-0.007314857103001996,0.006208310187544402,-0.00725115271072169,0.031114381019662105,-0.11663211233817757,-0.00048281764697887837,-0.017870220426487064,-0.003708325445582106,-0.012861285625452308,-0.00020970839341305774,-0.04887286989921611,-0.00642484657703031,-0.003320973644277791,-0.003652173292347233,-0.027160267010464156,-0.024162067418508865,-0.019225275344431407,-0.03511699196401169,-0.03009210718271783
39,405,0.24,-0.023273127950593567,-0.01202668072210417,-0.008635684521318021,-0.033062351720609943,0.0008526508017641593,-0.01697521359940201,-0.05561561474571837,-0.05157037509494183,-0.015581699575742501,0.023388392445997132,0.06177641932428782,0.0005340665418961175,-0.010148970642576367,-0.00642317598360946,0.0018488922213429368,0.0017087300392252646,0.10893005628164026,-0.0034195030608440333,-0.01599721595292281,-0.04532612630237767,-0.04782261578285727,-0.019297351602997174,-0.042623931290731346,-0.027596612373548886,-0.026086327876395247
40,627,0.42,-0.0005243129151066562,-0.00019290024579942216,0.011894171922874576,-0.017312539531666393,0.002140363658887871,-0.008517842677509158,0.016544449055916868,-0.03952368798871923,-0.05969937271170648,0.029615061372690262,-0.06901808122083036,0.0005064766684730956,-0.01832387700360604,-0.0017895879719611852,-0.021209631675018735,0.001365777838313543,0.18701932318271702,-0.002236552457145954,0.001566048301729722,-0.03976720730528417,-0.014851452082771145,-0.018721148015965146,-0.0021971213551675206,0.013494797833047911,-0.032704525819530456
41,260,0.59,-0.020170010502373388,-0.0015888753068098024,0.02725821816509665,-0.008041010919796194,-0.00949151005421335,-0.010293326412763813,0.02821550398465577,0.00878758806371848,-0.00391544930776103,0.043429551362212555,-0.09152109080121872,-0.0005206474307830725,-0.005362669085302673,-0.002774062238681539,-0.004068156977487324,0.002854766799139673,0.21443452594066495,0.0023438227620302936,-0.0057592180423407715,-0.00397527742099215,-0.012387187364523471,0.0005898064412665701,-0.007179376476406046,-0.023509844613196253,-0.029799441707272778
42,185,0.15,-0.008577273138477852,0.000746857646963942,0.014064512935142286,0.028673805456739917,-0.00490674497083029,-0.010530945191292072,-0.08688531315675661,0.007645131114603698,-0.004691282466540619,-0.00486377655521813,-0.0649264419448656,0.002910502802429604,-0.012015463002465249,-0.00408282373612231,-0.012259792851082436,0.0031877157233331115,-0.029937539962112673,-0.005232843367974356,0.007090409964038504,-0.057430081040962096,-0.022801933217627936,-0.027035502956543493,-0.014001284821543893,-0.029916854829153003,-0.01666640957682011
43,425,0.51,0.0027236204161577744,-0.0013123964273672067,0.015535535297390527,0.015673234234482372,-0.014341510917066197,-0.0026838771347529444,0.02564766284335194,0.0041268622789803495,-0.020800323195497475,0.019124545594045333,0.18180643887690084,0.0036583503228069794,-0.004858532289562022,-0.0038432201885163397,-0.0029649324994144325,0.004105026374619648,-0.04069672080220271,0.004118249196697485,-0.00810512159948597,-0.04562711665476248,-0.059718778819017694,-0.01503815070716855,-0.0065449792488947375,-0.029682895670301624,-0.012744340424560543
44,361,0.15,-0.0019636940868205956,-0.0017122173374283386,-0.033646710122785056,-0.018595590814183428,-0.005617544154431831,-0.030370266471109634,0.0005912347543491573,-0.0011053010954129342,-0.019570129539530596,-0.023485243197964613,-0.09651492690754256,-0.003009091258119555,-0.009117399697214788,-0.005519643959834449,-0.0036545137866943775,-0.001457381114275095,-0.04222271792347217,-0.012133390350044161,0.014220483276459969,0.004381464447559633,-0.00651486150417949,-0.007936170585758854,-0.019734754572391246,-0.04047208812596509,0.01271708298365274
45,461,0.3,-0.011947229243942816,0.001711063216608407,0.0027418145125219966,0.027429243380295343,0.003323324819535528,-0.021184574301906595,0.014143584462365423,0.00854208119868195,-0.0034693599174400176,0.024585146492069988,-0.08551684322215904,0.0015117002334739216,-0.010457198365778842,-0.0026966247198997257,-0.006005029450417099,-0.0008024454003156289,-0.04476379085300017,-0.006354961478091043,0.004592417374004071,-0.03506239587056042,-0.042282500343513815,-0.029487630310340893,0.006655523329070276,0.0013451918427789134,0.001006121472823259
46,317,0.11,-0.041469948898286174,-0.0008908904043601164,-0.021781869704893965,-0.01812401627033238,-0.02414464286461464,-0.023840755642836855,0.013558160584420475,0.0012092674412660022,-0.004525765123173151,-0.029425942156618642,-0.0759663551057206,-0.027917369695930727,-0.006708067394325022,-0.006352563099695794,-0.008598833427104862,-0.001338853001008422,-0.05150297243473434,-0.005893441946667099,0.009494801884297053,-0.028784967004188682,-0.008896218006003894,-0.012422357518531409,-0.007366748133906567,-0.00857568653575103,-0.002177336684436687
47,250,0.14,-0.027141589939029476,-0.00013267007568853111,-0.020122496273342512,-0.02313747230878118,-0.011902266123151536,-0.016532859076781786,-0.022917592505430056,-0.028480476502640024,-0.017127582096656373,-0.022031733169043676,-0.050576657678706095,-0.00463150704993518,-0.0043838306534080725,-0.0054565491482795525,-0.008596089382302488,-0.023054933923828905,-0.04263738558468327,-0.007339387578425118,0.005876998298474753,-0.026695713381912664,-0.011106941225617159,-0.025574811242707295,0.05167045259283005,0.0010535123154816833,-0.021463789429572895
48,9,0.17,-0.006993325783178589,-0.0018129829237494223,-0.017046875100968494,-0.045267126206353724,-0.010561768064976855,-0.029567101632431616,-0.027990419533502234,0.005596214938533318,-0.017961886974485797,-0.018985718064542054,-0.06240984141736076,-0.01045855462795099,-0.013465746615772177,-0.004589381040741299,-0.005113902586873458,-0.006094319151980405,-0.03290185907296752,-0.0031338757316486604,-0.004594811133644914,0.02364853046572331,0.006669441681850166,0.015525461595777126,-0.018032460809032733,-0.029217794901297462,-0.01768326845156201
49,624,0.35,-0.0006792215649443261,0.00021155274779081334,0.0013507412190487452,0.02583064327372217,0.00018763367575577803,-0.004481584749785308,-0.14193676879106834,0.0028461651527581467,-0.02855338657235297,0.014107319051017427,0.11958312844278673,0.002795546710996028,-0.00893439872011901,-0.0008098334326668373,-0.0033652244120696687,0.0026672125209255587,-0.0320497858862874,-0.0075779663206962345,-0.002315394443426143,0.015297702448003965,-0.045087820136305426,-0.011580424449532667,-0.012245433813816485,-0.03223559251521796,-0.005468180577654184
50,310,0.19,-0.02388837975029552,-0.001680358322728052,-0.01707065197588838,0.008344530466430604,-0.0065978057794203885,-0.017561215700607716,-0.10372262148907828,-0.0006978566367531694,-0.02258872817959994,-0.03488503204970962,-0.0571366697726451,-0.0008864685959743893,-0.020949234746635223,-0.0032450677255603704,-0.0009547759857564276,0.0010904059934800927,0.15499303679058643,-0.0075716043346876795,-0.003699008490026082,-0.04354943512186918,-0.013039561021139472,-0.016418301571940838,-0.02008813695728362,-0.028222171773085832,-0.03241825841294923
51,455,0.11,-0.005675086153419443,-0.0003925822351121503,-0.012612590992716943,0.003925828117727512,-4.1018702102356274e-05,-0.01197958447643163,-0.02622580769043009,0.00278563263847978,-0.02217962529821799,-0.017430172893600368,-0.045367997312301775,-0.030021239416604655,-0.018828720417932005,-0.011062642149697528,-0.006303204776780981,-0.014564911234266235,-0.03609940437173856,-0.006057891847060858,-0.014699857906335571,-0.03732400713045801,-0.0013341302433660697,-0.030339923302043863,-0.014200860350117141,-0.010879956543545705,-0.025533616455064616
