instance_index,original_test_index,predicted_probability,SHAP_status,SHAP_duration,SHAP_credit_history,SHAP_purpose,SHAP_amount,SHAP_savings,SHAP_employment_duration,SHAP_installment_rate,SHAP_other_debtors,SHAP_present_residence,SHAP_property,SHAP_other_installment_plans,SHAP_housing,SHAP_number_credits,SHAP_job,SHAP_people_liable,SHAP_telephone
33,60,0.25,0.048061133543723496,-0.08830467820829427,0.005474940699613734,-0.052250564220246556,-0.04298819436874922,0.0046684032475382675,-0.0072984808355861415,-0.00938677870045622,0.004699739593348214,-0.03676832430410331,-0.025964423126220982,-0.001724230841174139,-0.012922326792972576,-0.00788602118751242,-0.0050308522881129785,-0.0007388323617489946,-0.019507928772346708
34,536,0.26,0.0893179402992302,-0.14799154775603604,-0.0008137068660018173,0.02395579887060772,-0.030883014474951443,-0.04519784885193095,-0.006026742975066216,-0.005802429291261354,-0.0003267925007675358,-0.01855973432060509,-0.01769160284817193,-0.013436184468769055,-0.006734995768949773,-0.0026599792183243935,-0.023125450684071604,0.0002940334068590338,-0.032185161475091054
35,166,0.65,0.14537784328917583,0.007446716501218051,0.017305722500083314,-0.03737351919844441,-0.003024068915109883,0.036335539826200886,0.014866512941642991,-0.0012313119241131483,0.00985690165678184,0.0036851885329512533,-0.005986728557474253,-0.014393579322255363,-0.00865637338665303,-0.005295757602347822,-0.004475492415412337,-0.004852806094378677,0.0025477932448332487
36,887,0.85,0.08311811320887534,0.11828850882952024,0.023416021232104182,-0.012240515106688986,0.14329282094363074,0.05707473616659226,-0.003541498888646344,-0.026126102888346905,0.0006283978295278362,-0.0008885615721542513,-0.011575363091375992,-0.010886596814140314,-0.004633869977569933,-0.0036646399613366764,-0.0021893235628386767,-0.0012197222317639688,0.003280176961310958
37,585,0.41,0.09037545695823059,-0.0023150955391664898,-0.01089261856616066,-0.03310995139547093,-0.052811073418846215,0.04126344088806464,-0.008368632381238804,-0.08761984430493079,0.005036895870441079,-0.008185709554798231,-0.01578350814764108,0.022153462190088246,0.0006255083079796684,-0.021175798177360934,0.0021885642524379157,-0.0011078221761048758,-0.00814069372882499
38,804,0.25,0.025770102566504464,-0.024440192255614713,0.004031131304387652,0.02442998226916245,-0.01298969180369039,-0.08671359097531095,0.0004617831591332227,-0.03878394134296484,-0.002492699243951636,-0.007556193413010824,-0.05552165615410727,-0.017073866722159534,-0.005255878596141407,-0.00936663426389637,-0.02420970802365579,0.002090519260564635,-0.020246884688549318
39,501,0.58,0.11827128424219108,0.03680371435831503,0.005828686764277545,-0.04648566442197234,-0.012694106097240464,0.022328671154074695,-0.006805643441442288,-0.0661143722315454,0.002118267070130701,0.0024372617517227735,0.07066908046718162,-0.01006100533070994,0.010908801726573578,-0.01334753898893026,-0.002249516913667095,-0.012224842942608328,-0.01725049608965246
40,319,0.28,0.09241994176496873,-0.05713749648408297,-0.029137310315073515,-0.024362366312071688,-0.07198378253648607,0.03156622766240555,0.0036319147619418824,-0.060478185392983774,-0.0002769167845325003,-0.024764236154695755,-0.018643280094990878,-0.01726215758698554,-0.019667587603766645,0.014425140542352022,-0.024819152206427036,-0.0021215423193964916,-0.009256629863476246
41,287,0.43,0.0415867882837689,0.09358091496550201,-0.04706859526035646,-0.03179447566227488,-0.009836113867032467,0.012224624443459928,-0.04512170741500005,-0.03082104042813729,-0.0036758103607459993,-0.004479644993699912,0.011788437067248483,-0.012134132639546841,-0.0024023114215476135,-0.008583970568635219,-0.01990282557539157,-0.004070509728009807,-0.007157045762901978
42,192,0.32,0.06145019316408354,-0.006156216264326697,0.005727572501057164,-0.058464380959528814,-0.10756259096511148,0.036011947840593056,-0.02930794905765622,0.01500716549039127,0.0025577728777482793,-0.00010459940318316053,-0.03750699009852401,-0.01387393716636861,-0.022695317780138162,-0.013262965100356855,-0.006383099651026466,-0.0036446296816410513,0.0003406053306867468
43,835,0.81,0.1386083974089553,-0.0379656595412927,0.10479574438028448,0.05834658659143476,0.011033137746500504,0.025903909733484932,-0.016517903947632417,0.01680444602598947,0.006476730016245648,-0.01756402631768688,0.0021583036031932647,0.038024492704255834,-0.016494218528847675,-0.0047545929730677785,0.0021312512593169757,-0.005474123540719186,0.006620106456284995
44,931,0.3,0.0751315778353265,-0.12095266448849856,0.004294247113071773,-0.03806453473569858,-0.09036535690952181,0.02708853537233006,0.01912387820370314,-0.01319134478689327,0.0036401309341462696,0.009074559504148256,-0.009571861041840058,-0.008847922126078163,-0.009147067137967922,-0.006742748156261032,-0.0069445949536971075,-0.0032217641825389443,-0.029170489367029317
45,141,0.63,0.07492149218789593,0.0571925712884086,0.005473460232438333,-0.020854919671673706,-0.00877169478068769,0.030991271916945447,0.01641161734890971,0.003081735065047619,0.0037706275817494975,-0.0457928163185332,0.06537206560647829,-0.005203702187845519,0.0004197829578533761,-0.005783506086817261,-0.034133440750055526,-0.002577782793793101,-0.002384180519622033
46,205,0.56,0.10364529662612662,-0.0040950719521739695,-0.09955111426629744,-0.04160194715018582,0.1239333964138726,0.017863228309104428,-0.0042946305749214896,0.0068749916762264355,-0.001549980787667166,-0.0047733635012244665,0.04934450752950661,-0.013973374676386012,-0.003249284710238988,-0.011981125171446906,-0.03339132836522592,-0.012315424333162637,-0.008752193989206687
47,146,0.27,0.10568695190766428,-0.15885943086947152,-0.11332819349161193,0.013522709704827511,-0.0363548605191299,0.013251036669591534,-0.0010977369858310654,-0.0336255112034611,-0.00042756243666101056,-0.01562801666510935,0.06492016211041111,-0.02031852647228215,-0.010395730083360923,-0.0102882822798149,-0.008765160287061795,-0.0016347147212566597,-0.014524553300743396
48,927,0.85,0.11869448663859543,0.06871874595781122,0.010066075576491775,-0.023688421363925426,0.08413491896523025,0.0522828869370619,-0.01969296499007014,0.011574748531073079,0.0033811606574338632,0.011982521035219776,0.06104006233980792,0.005543677701511819,-0.0010521062962649166,-0.006515361020672935,-0.0006335457781313922,-0.01032024829055279,-0.01338405552392025
49,972,0.56,0.07027348548637338,0.01597569812409303,0.07453898995067476,0.009181830264132123,-0.007372777759605384,0.023119570570253767,-0.034402038048588233,-0.06514146776381333,-0.024718333291018035,-0.016216124022101708,0.03057678740649047,-0.0091779744054648,0.012148026749350655,-0.0018798132026353125,-0.009082350808692997,-0.005321072638275466,-0.00036985553447355535
50,373,0.58,-0.08753790100260604,0.02232454604555523,-0.022874647483032577,0.06108673861309662,0.11974361442814259,-0.0842624863096235,-0.0132455659153368,-0.010843665033994799,-0.0020706424317951952,0.003229961071569041,0.017891165188314836,0.07595330079406766,0.020797564215492722,-0.003602069127722799,-0.009635100744048096,0.0009340607975976465,-0.005756292028977959
51,578,0.37,0.06230087237847737,0.06325206144288827,-0.1184542614421517,0.010799797259918658,-0.08545995787647145,0.03685702232397822,0.01627746362972998,0.00934594268337716,-0.0066215527919352875,-0.015674972782784576,-0.025404889679264683,-0.025338501889035893,-0.02906903042105423,-0.0006228379193268136,-0.013174511820896725,-0.005105762954806683,-0.001774299063942315
52,610,0.51,0.13295671529739175,-0.08736676493918775,0.013999004981467294,-0.02530005196105423,0.009254160815570225,-0.012681588702995737,0.018410062660117937,0.005582087988000323,0.00845287761166683,-0.0010114397691152845,-0.009740063667155026,-0.021625485410196956,-0.010560972450584268,-0.004076808280572191,-0.002305053823780228,-0.0046934881067706175,0.0028393888338942774
53,503,0.59,0.08640909331727877,0.00592646083820329,-0.0820230087749542,-0.03084225462879301,0.0033467113496465817,-0.006637241722601107,0.012207390514616315,0.006303307840160825,0.00395021531936184,-0.011898502018103363,0.050908980874254044,0.05454389524871137,-0.009618884204735107,-0.010565048082054386,-0.007238967057007075,0.01969396112186041,0.007666471140854064
54,809,0.54,0.06484084530386704,-0.02462206832105565,0.09877889039705137,0.02078725138432622,-0.04205925523756659,0.02906731089594393,0.010545726105706825,-0.03300752947052689,0.0032665160776518434,-0.024419796354066246,-0.046340690024084606,-0.013303162139705177,0.016351506250979773,0.0007907090071108726,-0.011453921637708173,-0.0010385880872479671,-0.006051163073977857
55,775,0.59,0.14251088028471165,0.034457965485001914,0.019750128946397737,0.0832569807158671,0.031031110741763547,-0.11110749208872567,0.006245483632233427,0.014840248080141243,-0.0001802093817317698,-0.04409869908526595,-0.07249912558101167,-0.017697500723242422,0.001465986702274948,-0.005861659353253062,0.005030846632542176,-0.0005077416487375391,0.005495377717733664
56,889,0.39,-0.06277238943529669,0.0021935303433399484,0.048716162065653774,-0.0383368359318958,0.027109136303692452,-0.10588930662307806,0.014733725854565336,0.005112755805519973,-0.0003276023419362874,-0.017513244630237648,-0.05115590610171332,0.06653264874713995,0.008702047063629119,0.011969868821726628,-0.0044975004829229505,-0.0034692440078612488,-0.008975264373626135
57,94,0.31,0.0720001359153008,-0.040544948676672764,0.006659656050312627,0.07878384709636732,-0.016984306259894562,-0.119876581534047,-0.015690197022988357,0.0006101699556972995,0.00043778515046965713,-0.04435734618612821,-0.04783966229676162,-0.02458208754058756,-0.011019935274630096,-0.0049160483904988495,0.00195005643795261,-0.002587418444839957,-0.019910537902351956
58,848,0.3,0.12026792675478515,-0.13070019368542374,0.011485375402488633,-0.03775485000595204,-0.022140818903717222,0.033050271178465644,-0.06646384428906056,0.009313122499743469,0.00710821089425637,-0.014603565824990021,-0.06005434865334716,-0.015462794396467956,-0.021498662602187118,-0.006557495963993507,0.0029991509274548056,-0.0004934224860441074,-0.006361479769312041
59,310,0.27,0.011626612796956023,0.04460224658597087,0.001338249181060506,-0.038091037657399365,-0.01771357997523687,-0.18898461405125672,-0.05137265846632568,0.002454184165573362,-0.0008717696241331625,-0.0009679515086260343,0.01018911176941201,0.023317219358743337,0.005093939596234868,-0.008771984946713031,-0.006855129652153977,-0.0012553699697973797,-0.011604886525609542
60,297,0.39,-0.1369654119933728,-0.04711654740929272,0.023402572546454736,0.06820566903147382,0.013937550411355151,-0.03128913562808071,-0.03816588714950989,-0.007145807559599152,0.04910941952447954,0.002554324366148269,0.01386752643903002,-0.02344839179188009,-0.00881231059814849,0.0021949052263813317,0.0039031893039157936,-0.004457294714994759,0.012358211072339701
61,587,0.26,0.04718245250355984,-0.06278129522159365,0.00590355278328965,-0.04458759753873683,-0.01256515434399816,0.017610143331558022,-0.009952798809747997,0.0033925920535642783,-0.12487349951660459,-0.026509536232739776,-0.006973181912866224,-0.006717629873056823,-0.01330677706947197,-0.0022644741822082527,0.0008519368260745247,-0.0021445062851865983,-0.00013164543513548803
62,9,0.41,0.06160362370736482,0.01779094563669602,-0.07800518918250822,0.00939011690083223,-0.02990383574683045,0.03079540512741754,-0.0110749665975541,0.009406884644109667,-0.007915486368161204,0.002379038679679296,-0.027346113982642802,-0.025985944719341868,-0.0124760708462828,0.004268311661364877,-0.02362851061248699,-0.0029887775152365923,-0.004176849709720392
63,853,0.86,0.12565478748099468,0.004951504973536072,0.11165515987991773,0.03192973412427372,-0.01589518462306147,0.03080866342752268,-0.024540086798483223,0.016407532497301133,0.00643174877466395,-0.007728200857787274,0.06320906183809821,-0.009358036813566839,0.002144904605618653,0.008771748307474802,0.0021416033469638155,0.005714503990805196,0.009833136922427954
64,450,0.27,-0.14389807322791592,0.017106981088051483,-0.04197325757421683,-0.04763889559768997,0.16930968683569478,-0.1102296691549084,-0.004464410106546988,0.008771914782355856,-0.003912272554377662,-0.008290142910696153,-0.013922589927109947,-0.020884545083877427,-0.017135852373697424,-0.007846159757188284,0.003882202645887611,-0.0022362879411743797,-0.004506048065891707
65,199,0.41,0.07994344123815124,-0.04169526725069152,-0.03850478871945514,-0.028700629958166447,-0.06706840597881963,0.03742640508848531,-0.015542707042381301,0.0068251109385720835,0.0022571309813193942,-0.0050836833881005095,0.048802985971251024,-0.014729949131893686,-0.010161042857710476,-0.005899828399912283,-0.017379677361936192,-0.008994939557473785,-0.009361573494538769
66,525,0.49,0.055955000129282374,0.009399823085361185,0.018713342615814376,-0.06218900344049117,0.03782492446548992,0.036128778272659236,0.026318901207606177,-0.037421311125050954,-0.0005856165018453126,-0.019044592015097728,-0.03098860194905037,-0.009215707852197656,-0.002686307183551031,0.005116813664167515,-0.012729088710734398,-0.0028637810346415007,-0.019600992551021754
67,979,0.68,0.08912261936880846,-0.011923844665186499,0.11399106701066758,0.05390915126253467,0.01906290406042099,-0.009146350441237459,-0.00310119390831054,-0.05070130582359701,0.0029629340009665966,0.0015018020283460037,-0.0004371430823988938,-0.012901087190707382,-0.0005999115575619034,-0.008513448301369025,-0.00041944024439536114,-0.0003165833274599712,-0.00035758811282041896
68,125,0.45,0.1348124419948291,-0.06107151509624143,-0.10103928158771043,0.04095530168785558,-0.06637231206217958,0.024147206978008966,-0.024755790520487087,0.011243240737360202,-0.007790803895275209,0.021467056500492614,-0.008108464895333463,-0.018595736661740636,-0.012565574858056542,0.0031811928749009375,0.006304222073485388,0.0031905058026095497,0.007130892004181266
69,67,0.52,0.0761363988278042,-0.018748922174780056,0.013601817979769525,0.09681798948487322,0.03640879785387423,-0.10180207299249744,0.010523487789360814,0.0015753707128960295,0.0029029897668099644,-0.007965121895981201,-0.05503819472421613,-0.02145057046768383,-0.010614768607145691,-0.0015104489343664021,0.0032585649937457916,-9.615482799850891e-05,-0.0018665817077649003
70,375,0.63,0.09219262681063235,0.10495513935687749,0.054522906701005375,-0.01396355566061378,0.013536964900582597,0.039708202779022504,-0.03806224711411656,-0.02230277761578894,-0.05648616622460275,0.006195079917015829,-0.014290784330942347,-0.00962584012855192,0.00884922284971592,-0.013500187337106187,-0.0035732481749906615,-0.003122571249276595,-0.012900184402163796
71,148,0.53,0.10744988842900564,0.026005395611150728,-0.05059592685731414,-0.05174404262253525,0.05305982388408052,0.034590932862668136,-0.028873203186552964,-0.0051800562809576544,-0.009421756426551898,0.0006103621771302698,-0.023831129847743607,-0.013421518961325886,-0.01718221760760031,0.013148797007172239,-0.00465199479152701,0.0010728572250943585,0.00109637046250574
72,248,0.37,-0.06248958041413545,0.01950579330428152,0.004256043899749212,-0.031825650052617734,-0.013028945417242848,0.037440960472450276,-0.009799641050619541,-0.023666174649807768,-0.003570329095009092,-0.005444795237559962,0.014791893782630064,-0.020754883671912715,-0.005028671384044947,-0.008965700219195329,-0.022169668764497587,-0.007246216003601245,0.010128145577832039
73,51,0.34,0.06805988660860156,-0.011416155792251487,-0.04383800957547479,-0.06337257197392696,-0.01978001730589048,0.03548877137054989,-0.015742691550354893,-0.031346780695624216,-0.005819930001751611,-0.005373966985902538,-0.02686212642009109,-0.020331394242072767,-0.011746250060758886,0.007743933439785365,-0.0071818542277638465,-0.003852334311608052,-0.002495927198766103
74,885,0.59,0.12617250593829574,-0.07765654324239893,0.01492031740363714,0.012115779640861628,-0.0033314819148325355,0.03667397310202033,0.021498377052907792,0.016092554768896178,0.009381346406777517,-0.02175971961815355,-0.010570367442152001,-0.01902724183099945,-0.01151742755757858,-0.0028559001433708276,0.0014907383519265547,-0.005501391702138592,0.006007061863003002
75,461,0.39,0.10071306370623959,-0.07539320017054393,0.007818945126633918,0.021336473101761764,-0.06457409063948791,0.028210648153665824,0.01245470782640208,-0.06068858476065088,0.0035937082004635777,-0.017349188446984718,-0.03245852544342061,-0.016384305081865662,-0.005968310355275314,-0.0067556913045756515,-0.0022630302070497724,0.0031988992767562354,-0.003358937905369633
76,72,0.36,0.08198231371349544,-0.11125375586682645,-0.08005683398138559,-0.021337179575408538,-0.05797269062256952,0.008526885915343287,-0.0031025380251043593,-0.005077352576872873,0.00271099029226639,-0.006207586354389745,0.06222823368876603,0.02543903903970398,0.010850124737310918,0.0006203702443617596,-0.025895246947103972,-0.005601554817834333,-0.013720637787053229
77,581,0.28,0.02815364383318513,-0.06946456605253173,-0.08843611430605738,0.023701382101756575,-0.05582534452837337,0.022431495630934054,-0.010679800533913958,-0.06305714501921228,-0.001175508875048845,-0.0073161626869405905,-0.02937215319264396,0.07901595661767549,-0.010018643536484836,-0.0025846171214449656,-0.014169747431351245,-0.015341438618932364,-0.003728655203916723
