instance_index,feature_name,feature_type,percentage_changed,num_changed,num_total,original_value,distribution,unique_values,average_change,min_change,max_change,std_change
3,duration,numerical,100.0,1,1,24.0,,,-18.0,-18.0,-18.0,0.0
3,employment_duration,categorical,0.0,0,1,2.0,{},,,,,
3,housing,categorical,0.0,0,1,1.0,{},,,,,
3,installment_rate,numerical,0.0,0,1,4.0,,,,,,
3,job,categorical,0.0,0,1,2.0,{},,,,,
3,number_credits,numerical,0.0,0,1,1.0,,,,,,
3,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
3,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
3,people_liable,numerical,0.0,0,1,1.0,,,,,,
3,present_residence,numerical,0.0,0,1,2.0,,,,,,
3,property,categorical,0.0,0,1,3.0,{},,,,,
3,purpose,categorical,0.0,0,1,4.0,{},,,,,
3,savings,categorical,0.0,0,1,1.0,{},,,,,
3,status,categorical,0.0,0,1,1.0,{},,,,,
3,telephone,categorical,0.0,0,1,2.0,{},,,,,
4,amount,numerical,0.0,0,1,1344.0,,,,,,
4,credit_history,categorical,100.0,1,1,4.0,"{""existing paid"": 1}",3.0,,,,
4,duration,numerical,0.0,0,1,12.0,,,,,,
4,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
4,housing,categorical,0.0,0,1,2.0,{},,,,,
4,installment_rate,numerical,0.0,0,1,4.0,,,,,,
4,job,categorical,0.0,0,1,2.0,{},,,,,
4,number_credits,numerical,0.0,0,1,2.0,,,,,,
4,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
4,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
4,people_liable,numerical,0.0,0,1,2.0,,,,,,
4,present_residence,numerical,0.0,0,1,2.0,,,,,,
4,property,categorical,0.0,0,1,1.0,{},,,,,
4,purpose,categorical,0.0,0,1,1.0,{},,,,,
4,savings,categorical,0.0,0,1,1.0,{},,,,,
4,status,categorical,0.0,0,1,1.0,{},,,,,
4,telephone,categorical,0.0,0,1,1.0,{},,,,,
5,amount,numerical,0.0,0,1,4006.0,,,,,,
5,credit_history,categorical,0.0,0,1,3.0,{},,,,,
5,duration,numerical,0.0,0,1,28.0,,,,,,
5,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
5,housing,categorical,0.0,0,1,2.0,{},,,,,
5,installment_rate,numerical,0.0,0,1,3.0,,,,,,
5,job,categorical,100.0,1,1,2.0,"{""management/self-employed/highly skilled"": 1}",4.0,,,,
5,number_credits,numerical,0.0,0,1,1.0,,,,,,
5,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
5,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
5,people_liable,numerical,0.0,0,1,1.0,,,,,,
5,present_residence,numerical,0.0,0,1,2.0,,,,,,
5,property,categorical,0.0,0,1,3.0,{},,,,,
5,purpose,categorical,0.0,0,1,1.0,{},,,,,
5,savings,categorical,0.0,0,1,1.0,{},,,,,
5,status,categorical,0.0,0,1,1.0,{},,,,,
5,telephone,categorical,0.0,0,1,1.0,{},,,,,
6,amount,numerical,0.0,0,1,2600.0,,,,,,
6,credit_history,categorical,0.0,0,1,3.0,{},,,,,
6,duration,numerical,0.0,0,1,18.0,,,,,,
6,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
6,housing,categorical,0.0,0,1,3.0,{},,,,,
6,installment_rate,numerical,0.0,0,1,4.0,,,,,,
6,job,categorical,0.0,0,1,3.0,{},,,,,
6,number_credits,numerical,0.0,0,1,2.0,,,,,,
6,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
6,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
6,people_liable,numerical,0.0,0,1,1.0,,,,,,
6,present_residence,numerical,0.0,0,1,4.0,,,,,,
6,property,categorical,0.0,0,1,4.0,{},,,,,
6,purpose,categorical,0.0,0,1,4.0,{},,,,,
6,savings,categorical,0.0,0,1,1.0,{},,,,,
6,status,categorical,100.0,1,1,1.0,"{""none"": 1}",4.0,,,,
6,telephone,categorical,0.0,0,1,1.0,{},,,,,
7,amount,numerical,0.0,0,1,6288.0,,,,,,
7,credit_history,categorical,0.0,0,1,3.0,{},,,,,
7,duration,numerical,0.0,0,1,60.0,,,,,,
7,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
7,housing,categorical,0.0,0,1,3.0,{},,,,,
7,installment_rate,numerical,0.0,0,1,4.0,,,,,,
7,job,categorical,0.0,0,1,3.0,{},,,,,
7,number_credits,numerical,0.0,0,1,1.0,,,,,,
7,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
7,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
7,people_liable,numerical,0.0,0,1,1.0,,,,,,
7,present_residence,numerical,0.0,0,1,4.0,,,,,,
7,property,categorical,0.0,0,1,4.0,{},,,,,
7,purpose,categorical,0.0,0,1,7.0,{},,,,,
7,savings,categorical,100.0,1,1,1.0,"{""unknown/none"": 1}",5.0,,,,
7,status,categorical,0.0,0,1,2.0,{},,,,,
7,telephone,categorical,0.0,0,1,1.0,{},,,,,
8,amount,numerical,0.0,0,1,6560.0,,,,,,
8,credit_history,categorical,0.0,0,1,3.0,{},,,,,
8,duration,numerical,0.0,0,1,48.0,,,,,,
8,employment_duration,categorical,0.0,0,1,4.0,{},,,,,
8,housing,categorical,0.0,0,1,2.0,{},,,,,
8,installment_rate,numerical,0.0,0,1,3.0,,,,,,
8,job,categorical,0.0,0,1,3.0,{},,,,,
8,number_credits,numerical,0.0,0,1,1.0,,,,,,
8,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
8,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
8,people_liable,numerical,0.0,0,1,1.0,,,,,,
8,present_residence,numerical,0.0,0,1,2.0,,,,,,
8,property,categorical,0.0,0,1,2.0,{},,,,,
8,purpose,categorical,0.0,0,1,1.0,{},,,,,
8,savings,categorical,100.0,1,1,2.0,"{""unknown/none"": 1}",5.0,,,,
8,status,categorical,0.0,0,1,2.0,{},,,,,
8,telephone,categorical,0.0,0,1,1.0,{},,,,,
9,amount,numerical,0.0,0,1,6758.0,,,,,,
9,credit_history,categorical,0.0,0,1,3.0,{},,,,,
9,duration,numerical,100.0,1,1,48.0,,,-21.0,-21.0,-21.0,0.0
9,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
9,housing,categorical,0.0,0,1,2.0,{},,,,,
9,installment_rate,numerical,0.0,0,1,3.0,,,,,,
9,job,categorical,100.0,1,1,3.0,"{""management/self-employed/highly skilled"": 1}",4.0,,,,
9,number_credits,numerical,0.0,0,1,1.0,,,,,,
9,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
9,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
9,people_liable,numerical,0.0,0,1,1.0,,,,,,
9,present_residence,numerical,0.0,0,1,2.0,,,,,,
9,property,categorical,0.0,0,1,3.0,{},,,,,
9,purpose,categorical,0.0,0,1,4.0,{},,,,,
9,savings,categorical,0.0,0,1,1.0,{},,,,,
9,status,categorical,0.0,0,1,1.0,{},,,,,
9,telephone,categorical,0.0,0,1,2.0,{},,,,,
10,amount,numerical,0.0,0,1,1131.0,,,,,,
10,credit_history,categorical,0.0,0,1,3.0,{},,,,,
10,duration,numerical,0.0,0,1,18.0,,,,,,
10,employment_duration,categorical,0.0,0,1,1.0,{},,,,,
10,housing,categorical,0.0,0,1,2.0,{},,,,,
10,installment_rate,numerical,0.0,0,1,4.0,,,,,,
10,job,categorical,0.0,0,1,3.0,{},,,,,
10,number_credits,numerical,0.0,0,1,1.0,,,,,,
10,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
10,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
10,people_liable,numerical,0.0,0,1,1.0,,,,,,
10,present_residence,numerical,0.0,0,1,2.0,,,,,,
10,property,categorical,0.0,0,1,3.0,{},,,,,
10,purpose,categorical,0.0,0,1,3.0,{},,,,,
10,savings,categorical,100.0,1,1,1.0,"{""\u22651000 DM"": 1}",4.0,,,,
10,status,categorical,0.0,0,1,1.0,{},,,,,
10,telephone,categorical,0.0,0,1,1.0,{},,,,,
11,amount,numerical,100.0,1,1,15672.0,,,-14105.0,-14105.0,-14105.0,0.0
11,credit_history,categorical,0.0,0,1,3.0,{},,,,,
11,duration,numerical,100.0,1,1,48.0,,,-36.0,-36.0,-36.0,0.0
11,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
11,housing,categorical,0.0,0,1,2.0,{},,,,,
11,installment_rate,numerical,0.0,0,1,2.0,,,,,,
11,job,categorical,0.0,0,1,3.0,{},,,,,
11,number_credits,numerical,0.0,0,1,1.0,,,,,,
11,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
11,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
11,people_liable,numerical,0.0,0,1,1.0,,,,,,
11,present_residence,numerical,0.0,0,1,2.0,,,,,,
11,property,categorical,0.0,0,1,3.0,{},,,,,
11,purpose,categorical,0.0,0,1,9.0,{},,,,,
11,savings,categorical,0.0,0,1,1.0,{},,,,,
11,status,categorical,0.0,0,1,2.0,{},,,,,
11,telephone,categorical,0.0,0,1,2.0,{},,,,,
12,amount,numerical,0.0,0,1,5493.0,,,,,,
12,credit_history,categorical,100.0,1,1,3.0,"{""critical/other credits"": 1}",5.0,,,,
12,duration,numerical,0.0,0,1,36.0,,,,,,
12,employment_duration,categorical,0.0,0,1,5.0,{},,,,,
12,housing,categorical,0.0,0,1,3.0,{},,,,,
12,installment_rate,numerical,0.0,0,1,2.0,,,,,,
12,job,categorical,0.0,0,1,3.0,{},,,,,
12,number_credits,numerical,0.0,0,1,1.0,,,,,,
12,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
12,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
12,people_liable,numerical,0.0,0,1,2.0,,,,,,
12,present_residence,numerical,0.0,0,1,4.0,,,,,,
12,property,categorical,0.0,0,1,4.0,{},,,,,
12,purpose,categorical,0.0,0,1,2.0,{},,,,,
12,savings,categorical,0.0,0,1,1.0,{},,,,,
12,status,categorical,0.0,0,1,1.0,{},,,,,
12,telephone,categorical,0.0,0,1,1.0,{},,,,,
13,amount,numerical,0.0,0,1,1082.0,,,,,,
13,credit_history,categorical,100.0,1,1,1.0,"{""critical/other credits"": 1}",5.0,,,,
13,duration,numerical,0.0,0,1,12.0,,,,,,
13,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
13,housing,categorical,0.0,0,1,2.0,{},,,,,
13,installment_rate,numerical,0.0,0,1,4.0,,,,,,
13,job,categorical,0.0,0,1,3.0,{},,,,,
13,number_credits,numerical,0.0,0,1,2.0,,,,,,
13,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
13,other_installment_plans,categorical,0.0,0,1,1.0,{},,,,,
13,people_liable,numerical,0.0,0,1,1.0,,,,,,
13,present_residence,numerical,0.0,0,1,4.0,,,,,,
13,property,categorical,0.0,0,1,3.0,{},,,,,
13,purpose,categorical,0.0,0,1,1.0,{},,,,,
13,savings,categorical,0.0,0,1,1.0,{},,,,,
13,status,categorical,0.0,0,1,1.0,{},,,,,
13,telephone,categorical,0.0,0,1,1.0,{},,,,,
14,amount,numerical,0.0,0,1,4795.0,,,,,,
14,credit_history,categorical,0.0,0,1,3.0,{},,,,,
14,duration,numerical,0.0,0,1,36.0,,,,,,
14,employment_duration,categorical,0.0,0,1,2.0,{},,,,,
14,housing,categorical,0.0,0,1,2.0,{},,,,,
14,installment_rate,numerical,0.0,0,1,4.0,,,,,,
14,job,categorical,0.0,0,1,4.0,{},,,,,
14,number_credits,numerical,0.0,0,1,1.0,,,,,,
14,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
14,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
14,people_liable,numerical,0.0,0,1,1.0,,,,,,
14,present_residence,numerical,0.0,0,1,1.0,,,,,,
14,property,categorical,0.0,0,1,4.0,{},,,,,
14,purpose,categorical,0.0,0,1,4.0,{},,,,,
14,savings,categorical,0.0,0,1,1.0,{},,,,,
14,status,categorical,100.0,1,1,2.0,"{""none"": 1}",4.0,,,,
14,telephone,categorical,0.0,0,1,2.0,{},,,,,
15,amount,numerical,0.0,0,1,10623.0,,,,,,
15,credit_history,categorical,0.0,0,1,5.0,{},,,,,
15,duration,numerical,0.0,0,1,30.0,,,,,,
15,employment_duration,categorical,0.0,0,1,5.0,{},,,,,
15,housing,categorical,0.0,0,1,3.0,{},,,,,
15,installment_rate,numerical,100.0,1,1,3.0,,,-1.0,-1.0,-1.0,0.0
15,job,categorical,0.0,0,1,4.0,{},,,,,
15,number_credits,numerical,0.0,0,1,3.0,,,,,,
15,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
15,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
15,people_liable,numerical,0.0,0,1,2.0,,,,,,
15,present_residence,numerical,0.0,0,1,4.0,,,,,,
15,property,categorical,0.0,0,1,4.0,{},,,,,
15,purpose,categorical,0.0,0,1,2.0,{},,,,,
15,savings,categorical,0.0,0,1,1.0,{},,,,,
15,status,categorical,0.0,0,1,1.0,{},,,,,
15,telephone,categorical,0.0,0,1,2.0,{},,,,,
16,amount,numerical,0.0,0,1,10297.0,,,,,,
16,credit_history,categorical,0.0,0,1,3.0,{},,,,,
16,duration,numerical,0.0,0,1,48.0,,,,,,
16,employment_duration,categorical,0.0,0,1,4.0,{},,,,,
16,housing,categorical,0.0,0,1,3.0,{},,,,,
16,installment_rate,numerical,0.0,0,1,4.0,,,,,,
16,job,categorical,0.0,0,1,3.0,{},,,,,
16,number_credits,numerical,0.0,0,1,3.0,,,,,,
16,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
16,other_installment_plans,categorical,0.0,0,1,2.0,{},,,,,
16,people_liable,numerical,0.0,0,1,2.0,,,,,,
16,present_residence,numerical,0.0,0,1,4.0,,,,,,
16,property,categorical,0.0,0,1,4.0,{},,,,,
16,purpose,categorical,0.0,0,1,2.0,{},,,,,
16,savings,categorical,100.0,1,1,1.0,"{""unknown/none"": 1}",5.0,,,,
16,status,categorical,0.0,0,1,1.0,{},,,,,
16,telephone,categorical,0.0,0,1,2.0,{},,,,,
17,amount,numerical,100.0,1,1,1193.0,,,1318.0,1318.0,1318.0,0.0
17,credit_history,categorical,0.0,0,1,2.0,{},,,,,
17,duration,numerical,0.0,0,1,24.0,,,,,,
17,employment_duration,categorical,0.0,0,1,1.0,{},,,,,
17,housing,categorical,0.0,0,1,1.0,{},,,,,
17,installment_rate,numerical,0.0,0,1,1.0,,,,,,
17,job,categorical,0.0,0,1,1.0,{},,,,,
17,number_credits,numerical,0.0,0,1,2.0,,,,,,
17,other_debtors,categorical,0.0,0,1,2.0,{},,,,,
17,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
17,people_liable,numerical,0.0,0,1,1.0,,,,,,
17,present_residence,numerical,0.0,0,1,4.0,,,,,,
17,property,categorical,0.0,0,1,4.0,{},,,,,
17,purpose,categorical,0.0,0,1,1.0,{},,,,,
17,savings,categorical,0.0,0,1,1.0,{},,,,,
17,status,categorical,0.0,0,1,1.0,{},,,,,
17,telephone,categorical,0.0,0,1,1.0,{},,,,,
18,amount,numerical,100.0,1,1,13756.0,,,-11623.0,-11623.0,-11623.0,0.0
18,credit_history,categorical,0.0,0,1,5.0,{},,,,,
18,duration,numerical,0.0,0,1,60.0,,,,,,
18,employment_duration,categorical,0.0,0,1,5.0,{},,,,,
18,housing,categorical,0.0,0,1,3.0,{},,,,,
18,installment_rate,numerical,0.0,0,1,2.0,,,,,,
18,job,categorical,0.0,0,1,4.0,{},,,,,
18,number_credits,numerical,0.0,0,1,1.0,,,,,,
18,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
18,other_installment_plans,categorical,0.0,0,1,1.0,{},,,,,
18,people_liable,numerical,0.0,0,1,1.0,,,,,,
18,present_residence,numerical,0.0,0,1,4.0,,,,,,
18,property,categorical,0.0,0,1,4.0,{},,,,,
18,purpose,categorical,0.0,0,1,1.0,{},,,,,
18,savings,categorical,0.0,0,1,5.0,{},,,,,
18,status,categorical,0.0,0,1,4.0,{},,,,,
18,telephone,categorical,0.0,0,1,2.0,{},,,,,
19,amount,numerical,100.0,1,1,741.0,,,3428.0,3428.0,3428.0,0.0
19,credit_history,categorical,0.0,0,1,3.0,{},,,,,
19,duration,numerical,0.0,0,1,12.0,,,,,,
19,employment_duration,categorical,0.0,0,1,1.0,{},,,,,
19,housing,categorical,0.0,0,1,2.0,{},,,,,
19,installment_rate,numerical,0.0,0,1,4.0,,,,,,
19,job,categorical,0.0,0,1,3.0,{},,,,,
19,number_credits,numerical,0.0,0,1,1.0,,,,,,
19,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
19,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
19,people_liable,numerical,0.0,0,1,1.0,,,,,,
19,present_residence,numerical,0.0,0,1,3.0,,,,,,
19,property,categorical,0.0,0,1,2.0,{},,,,,
19,purpose,categorical,0.0,0,1,5.0,{},,,,,
19,savings,categorical,0.0,0,1,2.0,{},,,,,
19,status,categorical,0.0,0,1,1.0,{},,,,,
19,telephone,categorical,0.0,0,1,1.0,{},,,,,
20,amount,numerical,0.0,0,1,1216.0,,,,,,
20,credit_history,categorical,0.0,0,1,5.0,{},,,,,
20,duration,numerical,0.0,0,1,24.0,,,,,,
20,employment_duration,categorical,0.0,0,1,2.0,{},,,,,
20,housing,categorical,0.0,0,1,2.0,{},,,,,
20,installment_rate,numerical,0.0,0,1,4.0,,,,,,
20,job,categorical,0.0,0,1,3.0,{},,,,,
20,number_credits,numerical,0.0,0,1,2.0,,,,,,
20,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
20,other_installment_plans,categorical,0.0,0,1,1.0,{},,,,,
20,people_liable,numerical,0.0,0,1,2.0,,,,,,
20,present_residence,numerical,0.0,0,1,4.0,,,,,,
20,property,categorical,0.0,0,1,4.0,{},,,,,
20,purpose,categorical,0.0,0,1,4.0,{},,,,,
20,savings,categorical,0.0,0,1,2.0,{},,,,,
20,status,categorical,100.0,1,1,2.0,"{""none"": 1}",4.0,,,,
20,telephone,categorical,0.0,0,1,1.0,{},,,,,
21,amount,numerical,0.0,0,1,1778.0,,,,,,
21,credit_history,categorical,100.0,1,1,1.0,"{""existing paid"": 1}",3.0,,,,
21,duration,numerical,0.0,0,1,15.0,,,,,,
21,employment_duration,categorical,0.0,0,1,2.0,{},,,,,
21,housing,categorical,0.0,0,1,1.0,{},,,,,
21,installment_rate,numerical,0.0,0,1,2.0,,,,,,
21,job,categorical,0.0,0,1,1.0,{},,,,,
21,number_credits,numerical,0.0,0,1,2.0,,,,,,
21,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
21,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
21,people_liable,numerical,0.0,0,1,1.0,,,,,,
21,present_residence,numerical,0.0,0,1,1.0,,,,,,
21,property,categorical,0.0,0,1,1.0,{},,,,,
21,purpose,categorical,0.0,0,1,1.0,{},,,,,
21,savings,categorical,0.0,0,1,1.0,{},,,,,
21,status,categorical,0.0,0,1,2.0,{},,,,,
21,telephone,categorical,0.0,0,1,1.0,{},,,,,
22,amount,numerical,0.0,0,1,1371.0,,,,,,
22,credit_history,categorical,0.0,0,1,3.0,{},,,,,
22,duration,numerical,0.0,0,1,24.0,,,,,,
22,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
22,housing,categorical,0.0,0,1,1.0,{},,,,,
22,installment_rate,numerical,0.0,0,1,4.0,,,,,,
22,job,categorical,0.0,0,1,3.0,{},,,,,
22,number_credits,numerical,0.0,0,1,1.0,,,,,,
22,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
22,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
22,people_liable,numerical,0.0,0,1,1.0,,,,,,
22,present_residence,numerical,0.0,0,1,4.0,,,,,,
22,property,categorical,0.0,0,1,1.0,{},,,,,
22,purpose,categorical,0.0,0,1,1.0,{},,,,,
22,savings,categorical,0.0,0,1,5.0,{},,,,,
22,status,categorical,100.0,1,1,1.0,"{""none"": 1}",4.0,,,,
22,telephone,categorical,0.0,0,1,1.0,{},,,,,
23,amount,numerical,0.0,0,1,1442.0,,,,,,
23,credit_history,categorical,100.0,1,1,2.0,"{""critical/other credits"": 1}",5.0,,,,
23,duration,numerical,100.0,1,1,18.0,,,-6.0,-6.0,-6.0,0.0
23,employment_duration,categorical,0.0,0,1,4.0,{},,,,,
23,housing,categorical,0.0,0,1,3.0,{},,,,,
23,installment_rate,numerical,0.0,0,1,4.0,,,,,,
23,job,categorical,0.0,0,1,2.0,{},,,,,
23,number_credits,numerical,0.0,0,1,2.0,,,,,,
23,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
23,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
23,people_liable,numerical,0.0,0,1,2.0,,,,,,
23,present_residence,numerical,0.0,0,1,4.0,,,,,,
23,property,categorical,0.0,0,1,4.0,{},,,,,
23,purpose,categorical,0.0,0,1,1.0,{},,,,,
23,savings,categorical,0.0,0,1,1.0,{},,,,,
23,status,categorical,0.0,0,1,1.0,{},,,,,
23,telephone,categorical,0.0,0,1,1.0,{},,,,,
24,amount,numerical,0.0,0,1,1264.0,,,,,,
24,credit_history,categorical,100.0,1,1,2.0,"{""past delays"": 1}",4.0,,,,
24,duration,numerical,0.0,0,1,15.0,,,,,,
24,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
24,housing,categorical,0.0,0,1,1.0,{},,,,,
24,installment_rate,numerical,0.0,0,1,2.0,,,,,,
24,job,categorical,0.0,0,1,3.0,{},,,,,
24,number_credits,numerical,0.0,0,1,1.0,,,,,,
24,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
24,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
24,people_liable,numerical,0.0,0,1,1.0,,,,,,
24,present_residence,numerical,0.0,0,1,2.0,,,,,,
24,property,categorical,0.0,0,1,2.0,{},,,,,
24,purpose,categorical,0.0,0,1,1.0,{},,,,,
24,savings,categorical,0.0,0,1,2.0,{},,,,,
24,status,categorical,0.0,0,1,2.0,{},,,,,
24,telephone,categorical,0.0,0,1,1.0,{},,,,,
25,amount,numerical,0.0,0,1,1007.0,,,,,,
25,credit_history,categorical,0.0,0,1,3.0,{},,,,,
25,duration,numerical,0.0,0,1,12.0,,,,,,
25,employment_duration,categorical,0.0,0,1,3.0,{},,,,,
25,housing,categorical,0.0,0,1,2.0,{},,,,,
25,installment_rate,numerical,0.0,0,1,4.0,,,,,,
25,job,categorical,0.0,0,1,3.0,{},,,,,
25,number_credits,numerical,0.0,0,1,1.0,,,,,,
25,other_debtors,categorical,0.0,0,1,1.0,{},,,,,
25,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
25,people_liable,numerical,0.0,0,1,1.0,,,,,,
25,present_residence,numerical,0.0,0,1,1.0,,,,,,
25,property,categorical,0.0,0,1,1.0,{},,,,,
25,purpose,categorical,100.0,1,1,1.0,"{""furniture/equipment"": 1}",3.0,,,,
25,savings,categorical,0.0,0,1,4.0,{},,,,,
25,status,categorical,0.0,0,1,2.0,{},,,,,
25,telephone,categorical,0.0,0,1,1.0,{},,,,,
26,amount,numerical,0.0,0,1,7685.0,,,,,,
26,credit_history,categorical,0.0,0,1,2.0,{},,,,,
26,duration,numerical,100.0,1,1,48.0,,,-24.0,-24.0,-24.0,0.0
26,employment_duration,categorical,0.0,0,1,4.0,{},,,,,
26,housing,categorical,0.0,0,1,1.0,{},,,,,
26,installment_rate,numerical,0.0,0,1,2.0,,,,,,
26,job,categorical,0.0,0,1,3.0,{},,,,,
26,number_credits,numerical,0.0,0,1,1.0,,,,,,
26,other_debtors,categorical,0.0,0,1,3.0,{},,,,,
26,other_installment_plans,categorical,0.0,0,1,3.0,{},,,,,
26,people_liable,numerical,0.0,0,1,1.0,,,,,,
26,present_residence,numerical,0.0,0,1,4.0,,,,,,
26,property,categorical,0.0,0,1,3.0,{},,,,,
26,purpose,categorical,0.0,0,1,9.0,{},,,,,
26,savings,categorical,0.0,0,1,1.0,{},,,,,
26,status,categorical,0.0,0,1,1.0,{},,,,,
26,telephone,categorical,0.0,0,1,1.0,{},,,,,
27,amount,numerical,100.0,1,1,5371.0,,,-3023.0,-3023.0,-3023.0,0.0
27,credit_history,categorical,0.0,0,1,5.0,{},,,,,
27,duration,numerical,0.0,0,1,36.0,,,,,,
